,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length
5405,"I know how much money influences the political decision-making. That's why I'm for huge campaign finance reform. However, we started a system that had private health insurance.",clinton,d_charleston_2016_01_17,117.73999999999997,10,0,4,9.6275,4,1,0,1,27,3,9.0,0.816496580927726
5406,"And even during the Affordable Care Act debate, there was an opportunity to vote for what was called the public option. In other words, people could buy in to Medicare, and even when the Democrats were in charge of the Congress, we couldn't get the votes for that.",clinton,d_charleston_2016_01_17,61.11636363636364,6,0,6,10.1725,3,2,0,0,48,2,24.0,3.0
5407,"So, what I'm saying is really simple. This has been the fight of the Democratic Party for decades. We have the Affordable Care Act. Let's make it work.",clinton,d_charleston_2016_01_17,126.00000000000004,3,0,0,3.84,3,1,0,0,28,4,7.0,2.5495097567963922
5408,Let's take the models that states are doing. We now have driven costs down to the lowest they've been in 50 years. Now we've got to get individual costs down. That's what I'm planning to do.,clinton,d_charleston_2016_01_17,44.800000000000004,5,0,6,3.9750000000000005,3,2,0,1,36,4,9.0,3.0
5409,And that's time. We're gonna take a turn now.,holt,d_charleston_2016_01_17,11.0,0,0,2,-0.2850000000000001,0,1,0,0,9,2,4.5,1.5
5410,"Secretary Clinton, in his final State of the Union address, President Obama said his biggest regret was his inability to bring the country together. If President Obama couldn't do it, how will you?",holt,d_charleston_2016_01_17,64.736,8,0,14,10.18,4,0,1,3,33,2,16.5,7.5
5411,Great question.,o'malley,d_charleston_2016_01_17,2.0,0,0,0,5.825,0,0,0,0,2,1,2.0,0.0
5412,"Well, I think it's an important point the president made in his State of the Union. And here's what I would say. I will go anywhere, to meet with anyone, at any time to find common ground.",clinton,d_charleston_2016_01_17,85.17600000000002,2,0,5,4.4725,6,1,0,3,37,3,12.333333333333334,4.496912521077347
5413,"That's what I did as a first lady, when I worked with both Democrats and Republicans to get the Children's Health Insurance Program, when I worked with Tom DeLay, one of the most partisan of Republicans, to reform the adoption and foster care system.",clinton,d_charleston_2016_01_17,49.37333333333333,10,0,0,17.7825,4,0,0,1,44,1,44.0,0.0
5414,"What I did, working in the Senate, where I crossed the aisle often, working even with the senator from South Carolina, Lindsey Graham, to get Tricare for national guardsmen and women.",clinton,d_charleston_2016_01_17,67.27000000000001,9,0,16,14.642499999999998,3,0,0,0,31,1,31.0,0.0
5415,"And it's what I did as Secretary of State, on numerous occasions, and most particularly, rounding up two-thirds votes in order to pass a treaty that lowered the nuclear weapons in both Russia and the United States.",clinton,d_charleston_2016_01_17,101.08000000000003,8,0,0,16.6725,4,1,0,0,37,1,37.0,0.0
5416,"So I know it's hard, but I also know you've got to work at it every single day. I look out here, I see a lot of my friends from the Congress. And I know that they work at it every single day.",clinton,d_charleston_2016_01_17,45.0,1,0,10,3.2975,9,0,1,3,43,3,14.333333333333334,2.8674417556808756
5417,"Because maybe you can't only find a little sliver of common ground to cooperate with somebody from the other party, but who knows. If you're successful there, maybe you can build even more. That's what I would do.",clinton,d_charleston_2016_01_17,117.67000000000004,4,0,15,6.515000000000001,2,0,3,0,38,3,12.666666666666666,7.586537784494029
5418,"That's time. Senator Sanders, response. [applause]",holt,d_charleston_2016_01_17,7.0,3,0,0,12.409999999999998,0,0,0,0,6,3,2.0,0.816496580927726
5419,"A couple of years ago, when we understood that veterans were not getting the quality care they needed in the timely manner, I worked with folks like John McCain and others to pass the most comprehensive veteran's health care legislation in modern history.",sanders,d_charleston_2016_01_17,135.51999999999998,13,0,25,19.520000000000003,3,2,0,3,43,1,43.0,0.0
5420,"But let me rephrase your question because I think, in all do respect, you're expression. In all do respect, you're missing the main point. And the main point in the Congress, it's not the Republicans and Democrats hate each other.",sanders,d_charleston_2016_01_17,27.61637931034483,6,0,8,7.0075,5,0,4,0,40,3,13.333333333333334,3.0912061651652345
5421,That's a mythology from the media. The real issue is that Congress is owned by big money and refuses to do what the American people want them to do. [applause],sanders,d_charleston_2016_01_17,44.84666666666666,6,0,0,7.07,4,0,0,0,30,3,10.0,9.41629792788369
5422,"The real issue is that in area after area, raising the minimum wage to $15 bucks an hour. The American people want it. Rebuilding our crumbling infrastructure, creating 13 million jobs, the American people want it. The pay equity for women, the American people want it. Demanding that the wealthy start paying their fair share of taxes. The American people want it.",sanders,d_charleston_2016_01_17,35.25175328178386,11,0,28,7.390000000000001,8,2,0,1,62,6,10.333333333333334,4.533823502911814
5423,That's time. But let me continue with the...,holt,d_charleston_2016_01_17,9.0,1,0,1,4.762499999999999,0,0,0,0,8,2,4.0,2.0
5424,"The point is, we have to make Congress respond to the needs of the people, not big money.",sanders,d_charleston_2016_01_17,30.240000000000013,2,0,0,5.96,1,1,0,0,18,1,18.0,0.0
5425,"Senator Sanders, let me continue, you call yourself a Democratic socialist...",holt,d_charleston_2016_01_17,11.0,4,0,8,13.975000000000001,0,0,5,0,11,1,11.0,0.0
5426,I do.,sanders,d_charleston_2016_01_17,2.0,0,0,0,-8.8275,1,0,0,0,2,1,2.0,0.0
5427,"And throughout your career in politics, you've been critical of the Democratic party, you've been saying in a book you wrote, quote, ""There wasn't a hell of a big difference between the the two major parties."" How would you will a general election...",holt,d_charleston_2016_01_17,47.68666666666667,8,0,19,10.745000000000001,2,0,6,1,43,2,22.0,14.0
5428,Did I say that?,sanders,d_charleston_2016_01_17,4.0,0,0,2,-3.3400000000000003,1,0,0,0,4,1,4.0,0.0
5429,How will you win a general election labeling yourself a democratic socialist?,holt,d_charleston_2016_01_17,40.319999999999986,4,0,3,12.217500000000001,0,0,5,0,12,1,12.0,0.0
5430,"Because of what I believe in what I was just saying. The Democratic party needs major reform. To those of you in South Carolina, you know what, in Mississippi, we need a 50-state strategy so that people in South Carolina and Mississippi can get the resources that they need.",sanders,d_charleston_2016_01_17,49.0,7,0,12,8.76,6,1,2,1,49,3,16.333333333333332,11.264496832477201
5431,"Instead of being dependent on super PACs, what we need is to be dependent on small, individual campaign contributors. We need an agenda that speaks to the needs of working families and low-income people. Not wealthy campaign contributors.",sanders,d_charleston_2016_01_17,50.54000000000001,8,0,1,10.02,4,3,0,0,38,3,12.666666666666666,6.342099196813483
5432,"Yes, but senator, you can...",holt,d_charleston_2016_01_17,5.0,1,0,0,4.23,0,0,1,0,5,1,5.0,0.0
5433,"We need to expand what the input into the Democratic party. I am very proud that in this campaign, we have seen an enormous amount of excitement from young people, from working people. We have received more individual contributions than any candidate in the history of this country up to this point. [applause]",sanders,d_charleston_2016_01_17,65.54333333333335,12,0,3,10.0175,6,3,1,1,53,4,13.25,8.13557004763649
5434,"Yes, but senator you never came to campaign for Vincent Sheheen when he was running for governor. In fact, neither of you came to campaign for Vincent Sheheen when he was running for governor. [applause]",o'malley,d_charleston_2016_01_17,35.0,6,0,12,9.434999999999999,1,0,2,4,35,3,11.666666666666666,7.542472332656507
5435,"We can talk all we want about wanting to build a stronger Democratic party, but Lester, the question you answered, it's no laughing matter.",o'malley,d_charleston_2016_01_17,174.9999999999999,4,0,2,10.885000000000002,1,2,1,0,24,2,12.0,3.0
5436,"The most recurring question I get when I stand on the chair all across Iowa and talk with my neighbors is, how are you going to heal the divisions and the wounds in our country? This is the biggest challenge we face as a people.",o'malley,d_charleston_2016_01_17,81.00000000000001,5,0,0,8.3775,7,2,1,1,45,2,22.5,12.5
5437,"All my life, I brought people together over deep divides and very old wounds, and that's what we need now in a new leader. We cannot keep talking past each other, declaring all Republicans are our enemies or the war is all about being against millionaires or billionaires, or it's all against American Muslims, all against immigrants.",o'malley,d_charleston_2016_01_17,64.2257142857143,9,0,8,13.274999999999999,6,3,0,0,57,2,28.5,4.5
5438,"Look, as Frederick Douglas said, we are one, our cause is one, and we must help each other if we are going to succeed.",o'malley,d_charleston_2016_01_17,40.320000000000014,3,0,0,8.585,2,4,0,1,24,1,24.0,0.0
5439,And that is right.,holt,d_charleston_2016_01_17,4.0,0,0,0,-1.3775,1,0,0,0,4,1,4.0,0.0
5440,And I respectfully disagree.,sanders,d_charleston_2016_01_17,4.0,2,0,3,10.700000000000001,1,0,0,0,4,1,4.0,0.0
5441,"Secretary Clinton, our next question is for you. Here's another quantitative problem.",holt,d_charleston_2016_01_17,13.0,4,0,0,10.1625,1,1,1,2,12,2,6.0,2.0
5442,"And I respectfully disagree with my friend over here. And that is, you are right. All of us have denounced Trump's attempts to divide this country: the anti-Latino rhetoric, the racist rhetoric, he anti-Muslim rhetoric.",sanders,d_charleston_2016_01_17,61.38631578947367,7,1,7,7.79,3,0,1,3,35,3,11.666666666666666,6.018490028422596
5443,"But where I disagree with you, Governor O'Malley, is I do believe we have to deal with the fundamental issues of a handful of billionaires...",sanders,d_charleston_2016_01_17,63.09333333333332,6,0,13,12.542499999999999,4,1,1,0,25,1,25.0,0.0
5444,I agree with that.,o'malley,d_charleston_2016_01_17,4.0,0,0,1,-1.3775,1,0,0,0,4,1,4.0,0.0
5445,... who control economic and political life of this country.,sanders,d_charleston_2016_01_17,9.0,3,0,2,10.9525,0,0,0,0,10,1,10.0,0.0
5446,I agree.,o'malley,d_charleston_2016_01_17,2.0,0,0,1,-4.8775,1,0,0,0,2,1,2.0,0.0
5447,Nothing real will get happened. Unless we have a political revolution. Where millions of people finally stand up.,sanders,d_charleston_2016_01_17,18.0,4,0,9,7.6725,0,1,0,0,18,3,6.0,0.816496580927726
5448,"And we're going to get into that coming up. But Secretary Clinton, here's a question from YouTube. It's from a young video blogger who has over 5 million subscribers. He has a question about the importance of younger voters.",holt,d_charleston_2016_01_17,78.44666666666666,6,0,3,6.09,3,1,3,3,39,4,9.75,1.479019945774904
5449,[begin video clip],holt,d_charleston_2016_01_17,3.0,0,0,0,2.205,0,0,0,0,3,1,3.0,0.0
5450,"FRANTA: Hi, I'm Connor Franta, I'm 23 and my audience is around the same age. Getting my generation to vote should be a priority for any presidential candidate.",holt,d_charleston_2016_01_17,41.909860335195525,7,0,0,9.4175,5,0,0,0,28,4,7.25,4.9180788932265
5451,"Now I know Senator Sanders is pretty popular among my peers, but what I want to know is, how are all of you planning on engaging us further in this election?",holt,d_charleston_2016_01_17,89.69333333333331,5,0,2,11.995000000000001,6,0,1,0,31,1,31.0,0.0
5452,[end video clip],holt,d_charleston_2016_01_17,3.0,0,0,0,-0.445,0,0,0,0,3,1,3.0,0.0
5453,Secretary Clinton.,holt,d_charleston_2016_01_17,2.0,2,0,0,17.725,0,0,0,0,2,1,2.0,0.0
5454,"Well thanks for the question and congratulations on five million viewers on YouTube, that's quite an accomplishment. Look, this election is mostly about the future and therefore it is of greatest urgency for young people.",clinton,d_charleston_2016_01_17,72.57600000000004,8,0,0,11.1025,3,1,2,0,35,2,17.5,0.5
5455,"I've laid out my ideas about what we can do to make college affordable; how we can help people pay off their student debts and save thousands of dollars, how we can create more good jobs because a lot of the young people that I talk with are pretty disappointed the economic prospects they feel their facing. So making community college free, making it possible to attend a public college or university with debt free tuition, looking for ways to protect our rights especially from the concerted Republican assault; on voting rights, on women's rights, on gay rights, on civil rights, on workers rights.",clinton,d_charleston_2016_01_17,75.3270588235294,19,0,36,21.0575,5,4,1,4,104,2,52.0,5.0
5456,"And I know how much young people value their independence, their autonomy, and their rights. So I think this is an election where we have to pull young people and older people together to have a strategy about how we're going to encourage even more American's to vote because it absolutely clear to me...",clinton,d_charleston_2016_01_17,50.162734348561756,8,0,4,12.74,5,2,2,3,54,2,27.0,12.0
5457,That's time...,holt,d_charleston_2016_01_17,3.0,0,0,0,0.8474999999999999,0,0,0,0,2,1,2.0,0.0
5458,That turning over our White House to the Republicans would be bad for everybody especially young people.,clinton,d_charleston_2016_01_17,17.0,3,0,0,11.257499999999999,0,1,1,0,17,1,17.0,0.0
5459,A quick follow up — a thirty second follow up.,holt,d_charleston_2016_01_17,9.0,0,0,0,2.98,0,0,0,0,10,1,10.0,0.0
5460,Why is Senator Sanders beating you to 2 to 1 among younger votes?,holt,d_charleston_2016_01_17,33.879999999999995,1,0,4,5.3025,1,0,2,0,13,1,13.0,0.0
5461,"Look, I have the greatest respect for Senator Sanders and for his supports and I'm going to keep working as hard as I can to reach as many people of all ages about what I will do, what the experience and the ideas that I have that I will bring to the White House and I hope to have their support when I'm the Democratic nominee.",clinton,d_charleston_2016_01_17,35.99070930013205,9,0,0,22.427500000000002,9,0,0,2,66,1,66.0,0.0
5462,We're going to take...,holt,d_charleston_2016_01_17,5.0,0,0,2,1.085,0,1,0,0,4,1,4.0,0.0
5463,Is that your strategy...,sanders,d_charleston_2016_01_17,4.0,1,0,0,5.875,1,0,2,0,4,1,4.0,0.0
5464,"We're going to take a break. When we come back; big banks, big business and big differences among the three candidates on the American Economy. We'll be right back.",holt,d_charleston_2016_01_17,44.84666666666666,3,0,4,6.0175,0,3,0,0,29,3,9.666666666666666,6.649979114420002
5465,[commercial break],holt,d_charleston_2016_01_17,2.0,1,0,0,15.524999999999999,0,0,0,0,2,1,2.0,0.0
5466,Welcome back from Charleston. Let's turn now to the economy.,holt,d_charleston_2016_01_17,11.0,2,0,0,5.029999999999999,0,1,0,0,10,2,5.0,1.0
5467,"Senator Sanders, you released a tough new ad last week in which without mentioning Secretary Clinton by name, you talk about two Democratic visions for regulating Wall Street. ""One says it's OK to take millions from big banks and tell them what to do. My plan, break up the big banks, close the tax loopholes and make them pay their fair share.""",holt,d_charleston_2016_01_17,158.75999999999993,10,0,8,12.995,3,1,2,1,62,3,21.0,5.715476066494082
5468,What do you see as the difference between what you would do about the banks and what Secretary Clinton would do?,holt,d_charleston_2016_01_17,21.0,2,0,3,8.932500000000001,0,0,2,0,21,1,21.0,0.0
5469,"Well, the first difference is I don't take money from big banks. I don't get personal speaking fees from Goldman Sachs. What I would do... [applause]",sanders,d_charleston_2016_01_17,43.903999999999996,4,0,0,4.8925,4,1,0,0,26,4,6.5,4.272001872658765
5470,"What I would do is understand that when you have three out of the four largest banks today, bigger than they were when we bailed them out because they were too big to fail, when you have the six largest financial institutions having assets of 60 percent of the GDP of America, it is very clear to me what you have to do.",sanders,d_charleston_2016_01_17,62.0,4,0,0,21.487499999999997,5,3,3,2,63,1,63.0,0.0
5471,"You've got to bring back the 21st century Glass-Steagall legislation and you've got to break up these huge financial institutions. They have too much economic power and they have too much financial power over our entire economy. If Teddy Roosevelt were alive today, the old Republican trust buster, what he would say is these guys are too powerful. Break them up. I believe that's what the American people to want see. That's my view.",sanders,d_charleston_2016_01_17,70.00117647058823,11,0,6,8.0975,5,2,2,3,74,7,10.571428571428571,6.161102472242236
5472,"Secretary Clinton, help the voter understand the daylight between the two of you here.",holt,d_charleston_2016_01_17,27.439999999999994,4,0,3,9.7225,0,0,1,3,14,1,14.0,0.0
5473,"Well, there's no daylight on the basic premise that there should be no bank too big to fail and no individual too powerful to jail. We agree on that. But where we disagree is the comments that Senator Sanders has made that don't just affect me, I can take that, but he's criticized President Obama for taking donations from Wall Street, and President Obama has led our country out of the great recession. Senator Sanders called him weak, disappointing. He even, in 2011, publicly sought someone to run in a primary against President Obama. Now, I personally believe that President Obama's work to push through the Dodd-Frank... [laughter]",clinton,d_charleston_2016_01_17,111.0,18,0,14,9.7275,6,5,0,3,108,7,15.428571428571429,13.844618788097963
5474,"The Dodd-Frank bill and then to sign it was one of the most important regulatory schemes we've had since the 1930s. So I'm going to defend Dodd-Frank and I'm going to defend President Obama for taking on Wall Street, taking on the financial industry and getting results. [applause]",clinton,d_charleston_2016_01_17,37.08697560119361,7,0,6,12.0325,5,1,0,0,48,4,12.0,8.689073598491383
5475,OK. First of all...,sanders,d_charleston_2016_01_17,4.0,0,0,0,-1.8024999999999998,0,0,0,0,4,2,2.0,1.0
5476,"Senator Sanders, your response.",holt,d_charleston_2016_01_17,4.0,2,0,0,11.700000000000001,0,0,2,0,4,1,4.0,0.0
5477,"Set the record right. In 2006 when I ran for the Senate, Senator Barack Obama was kind enough to campaign for me, 2008, I did my best to see that he was elected and in 2012, I worked as hard as I could to see that he was reelected. He and I are friends. We've worked together on many issues. We have some differences of opinion.",sanders,d_charleston_2016_01_17,47.80399742101869,9,0,39,4.6875,9,2,0,3,66,5,13.2,15.91728620085723
5478,"But here is the issue, Secretary touched on it, can you really reform Wall Street when they are spending millions and millions of dollars on campaign contributions and when they are providing speaker fees to individuals? So it's easy to say, well, I'm going to do this and do that, but I have doubts when people receive huge amounts of money from Wall Street.",sanders,d_charleston_2016_01_17,71.74588235294118,10,0,19,13.600000000000001,7,1,1,4,64,3,21.666666666666668,12.762793146051099
5479,"I am very proud, I do not have a super PAC. I do not want Wall Street's money. I'll rely on the middle class and working families...",sanders,d_charleston_2016_01_17,38.048,4,0,5,2.995,4,0,0,0,27,3,9.0,1.632993161855452
5480,That's time.,holt,d_charleston_2016_01_17,3.0,0,0,0,-0.32749999999999996,0,0,0,0,2,1,2.0,0.0
5481,Governor O'Malley...[crosstalk],holt,d_charleston_2016_01_17,4.0,2,0,0,40.599999999999994,0,0,0,0,2,2,1.5,0.5
5482,... campaign contributions.,sanders,d_charleston_2016_01_17,2.0,2,0,0,29.0,0,0,0,0,3,1,3.0,0.0
5483,I have a question for you... [applause],holt,d_charleston_2016_01_17,7.0,1,0,0,3.215,1,0,1,0,7,2,3.5,2.5
5484,"You know, I think since — since Senator Standers followed up on this...",clinton,d_charleston_2016_01_17,40.319999999999986,2,0,4,6.1875,1,0,1,0,13,1,13.0,0.0
5485,Thirty-second response.,holt,d_charleston_2016_01_17,2.0,1,0,0,20.05,0,0,0,0,2,1,2.0,0.0
5486,Your profusion of comments about your feelings towards President Obama are a little strange given what you said about him in 2011.,clinton,d_charleston_2016_01_17,61.74000000000001,5,0,0,11.809999999999999,1,0,5,1,22,1,22.0,0.0
5487,"But look, I have a plan that most commentators have said is tougher, more effective, and more comprehensive.",clinton,d_charleston_2016_01_17,45.359999999999985,3,0,0,10.9275,2,0,0,0,18,1,18.0,0.0
5488,That's not true.,o'malley,d_charleston_2016_01_17,4.0,0,0,0,-0.445,0,0,0,0,3,1,3.0,0.0
5489,"It builds on the Dodd-Frank — yes, it is. It builds on the Dodd-Frank, regulatory scheme...",clinton,d_charleston_2016_01_17,15.0,1,0,1,4.625,4,0,0,0,16,2,8.0,1.0
5490,It's just not true.,o'malley,d_charleston_2016_01_17,5.0,0,0,0,-1.0775000000000001,1,0,0,0,4,1,4.0,0.0
5491,"... but it goes much further, because...",clinton,d_charleston_2016_01_17,6.0,0,0,2,5.1175,1,0,0,0,7,2,3.5,2.5
5492,"Oh, come on.",o'malley,d_charleston_2016_01_17,3.0,0,0,2,-3.9725,0,0,0,0,3,1,3.0,0.0
5493,"... both the governor and the senator have focused only on the big banks. Lehman Brothers, AIG, the shadow banking sector were as big a problem in what caused the Great Recession, I go after them.",clinton,d_charleston_2016_01_17,68.59999999999998,8,0,30,8.75,2,1,0,0,36,2,18.0,4.0
5494,"And I can tell you that the hedge fund billionaires who are running ads against me right now, and Karl Rove, who started running an ad against me right now, funded by money from the financial services sector, sure thing, I'm the one they don't want to be up against. [applause]",clinton,d_charleston_2016_01_17,71.5018181818182,7,0,3,18.432499999999997,2,0,1,2,51,2,25.5,24.5
5495,Governor O'Malley.,holt,d_charleston_2016_01_17,3.0,2,0,0,23.475,0,0,0,0,2,1,2.0,0.0
5496,"Yes, thank you. Yes, Lester, what Secretary Clinton just said is actually not true. What — I have put forward a plan that would actually put cops back on the beat of Wall Street. I have put forward a plan that was heralded as very comprehensive and realistic.",o'malley,d_charleston_2016_01_17,56.229090909090914,6,0,16,6.6425,3,0,1,2,48,4,12.0,6.123724356957945
5497,"Look, if a bank robber robs a bank and all you do is slap him on the wrist, he's just going to keep robbing banks again. The same thing is true with people in suits.",o'malley,d_charleston_2016_01_17,90.71999999999997,1,0,23,4.85,4,0,1,2,35,2,17.5,8.5
5498,"Secretary Clinton, I have a tremendous amount of respect for you, but for you to say there's no daylight on this between the three of us is also not true. I support reinstituting a modern version of Glass- Steagall that would include going after the shadow banks, requiring capital requirements that would force them to no longer put us on the hook for these sorts of things.",o'malley,d_charleston_2016_01_17,80.91999999999999,13,0,1,14.065,4,0,2,0,67,2,33.5,3.5
5499,"In prior debates I've heard you even bring up — I mean, now you bring up President Obama here in South Carolina in defense of the fact of your cozy relationship with Wall Street.",o'malley,d_charleston_2016_01_17,46.239999999999995,6,0,16,13.322499999999998,5,0,4,3,34,1,34.0,0.0
5500,"In an earlier debate, I heard you bring up even the 9/11 victims to defend it. The truth of the matter is, Secretary Clinton, you do not go as far as reining in Wall Street as I would.",o'malley,d_charleston_2016_01_17,54.76000000000002,6,0,6,6.8625,6,0,2,1,38,2,19.0,3.0
5501,"And the fact of the matter is, the people of America deserve to have a president that's on their side, protecting the main street economy from excesses on Wall Street. And we're just as vulnerable today.",o'malley,d_charleston_2016_01_17,44.018211382113826,5,0,0,9.995,1,1,0,1,36,2,18.0,12.0
5502,"Secretary Clinton, 30-second response. [applause]",holt,d_charleston_2016_01_17,5.0,4,0,0,17.62,0,0,0,0,5,2,2.5,1.5
5503,"Yes, well, first of all — first of all, Paul Krugman, Barney Frank, others have all endorsed my plan. Secondly, we have Dodd-Frank. It gives us the authority already to break up big banks that pose...",clinton,d_charleston_2016_01_17,48.2430894308943,6,0,22,6.0,2,2,0,0,36,3,12.0,6.164414002968976
5504,And we have never used it.,o'malley,d_charleston_2016_01_17,6.0,0,0,4,-0.05750000000000011,1,1,0,0,6,1,6.0,0.0
5505,That pose a risk to the financial sector. I want to go further and add to that.,clinton,d_charleston_2016_01_17,26.97333333333333,2,0,2,2.355,1,0,0,0,17,2,8.5,0.5
5506,"And, you know, Governor, you have raised money on Wall Street. You raised a lot of money on Wall Street when you were the head of the Democratic Governor's Association...",clinton,d_charleston_2016_01_17,22.20846764195388,4,0,10,8.5375,0,1,4,1,30,2,15.0,4.0
5507,"Yes, but I haven't gotten a penny this year...",o'malley,d_charleston_2016_01_17,10.0,1,0,6,2.7075,1,0,0,0,9,1,9.0,0.0
5508,And you were...,clinton,d_charleston_2016_01_17,3.0,0,0,0,-1.8150000000000002,0,1,1,0,3,1,3.0,0.0
5509,"... so somebody please, go on to martinomalley.com...[laughter]. Go on to martinomalley.com, send me your checks. They're not giving me — zero.",o'malley,d_charleston_2016_01_17,21.058823529411764,3,0,7,8.262500000000001,0,0,2,1,22,4,5.5,2.692582403567252
5510,"Yes, well, the point is that if we're going to be serious about this and not just try to score political points, we should know what's in Dodd-Frank, and what's in Dodd-Frank already gives the president the authority...[crosstalk]...with his regulators to make those decisions.",clinton,d_charleston_2016_01_17,67.22800000000001,6,0,6,19.71,4,3,0,1,44,2,22.5,15.5
5511,"Let me give you an example of how corrupt — how corrupt this system is. Goldman Sachs recently fined $5 billion. Goldman Sachs has given this country two secretaries of treasury, one on the Republicans, one under Democrats.",sanders,d_charleston_2016_01_17,51.84000000000001,9,0,6,8.4025,1,0,1,0,38,3,12.666666666666666,4.784233364802441
5512,Say it.,o'malley,d_charleston_2016_01_17,2.0,0,0,0,-6.2025,1,0,0,0,2,1,2.0,0.0
5513,"The leader of Goldman Sachs is a billionaire who comes to Congress and tells us we should cut Social Security, Medicare, and Medicaid.",sanders,d_charleston_2016_01_17,148.12000000000012,7,0,0,12.2575,1,1,0,0,23,1,23.0,0.0
5514,"Secretary Clinton — and you're not the only one, so I don't mean to just point the finger at you, you've received over $600,000 in speaking fees from Goldman Sachs in one year.",sanders,d_charleston_2016_01_17,64.736,5,0,26,12.454999999999998,3,0,3,0,33,1,33.0,0.0
5515,"I find it very strange that a major financial institution that pays $5 billion in fines for breaking the law, not one of their executives is prosecuted, while kids who smoke marijuana get a jail sentence. [applause]",sanders,d_charleston_2016_01_17,181.43999999999994,8,0,1,16.7675,5,0,0,1,37,2,18.5,17.5
5516,That's time.,holt,d_charleston_2016_01_17,3.0,0,0,0,-0.32749999999999996,0,0,0,0,2,1,2.0,0.0
5517,Andrea.,holt,d_charleston_2016_01_17,1.0,1,0,0,2.5475000000000003,0,0,0,0,1,1,1.0,0.0
5518,"Well, the last point on this is, Senator Sanders, you're the only one on this stage that voted to deregulate the financial market in 2000, to take the cops off the street, to use Governor O'Malley's phrase, to make the SEC and the Commodities Futures Trading Commission no longer able to regulate swaps and derivatives, which were one of the main cause of the collapse in '08.",clinton,d_charleston_2016_01_17,71.9288888888889,13,0,0,25.720000000000002,3,2,1,0,67,1,67.0,0.0
5519,So there's plenty...,clinton,d_charleston_2016_01_17,4.0,0,0,0,2.98,0,0,0,0,3,1,3.0,0.0
5520,If you want to...,sanders,d_charleston_2016_01_17,4.0,0,0,2,-2.7399999999999998,1,0,1,0,4,1,4.0,0.0
5521,There's plenty of problems that we all have to face together.,clinton,d_charleston_2016_01_17,12.0,1,0,0,5.7125,0,1,0,0,11,1,11.0,0.0
5522,"And the final thing I would say, we're at least having a vigorous debate about reining in Wall Street...",clinton,d_charleston_2016_01_17,20.0,4,0,12,8.434999999999999,2,1,0,0,19,1,19.0,0.0
5523,... Senator...,holt,d_charleston_2016_01_17,1.0,1,0,0,26.972499999999997,0,0,0,0,2,1,2.0,0.0
5524,"... The Republicans want to give them more power, and repeal Dodd-Frank. That's what we need to stop... [applause]",clinton,d_charleston_2016_01_17,101.07999999999991,3,0,2,6.612499999999999,0,1,0,0,19,4,4.75,4.14578098794425
5525,"Anyone who wants to check my record in taking on Wall Street, in fighting against the deregulation of Wall Street when Wall Street put billions of dollars in lobbying, in campaign contributions to get the government off their backs. They got the government off their backs.",sanders,d_charleston_2016_01_17,23.0,7,0,1,11.592500000000001,5,0,0,3,46,2,23.0,16.0
5526,"Turns out that they were crooks, and they destroyed our economy. I think it's time to put the government back on their backs. [applause]",sanders,d_charleston_2016_01_17,174.9999999999999,3,0,1,6.342499999999999,2,2,0,3,24,3,8.0,4.96655480858378
5527,"Senator Sanders — Senator Sanders, you've talked a lot about things you want to do. You want free education for everyone, you want the Federal Minimum Wage raised to $15 an hour. You want to expand Social Security...",mitchell,d_charleston_2016_01_17,19.02358490566038,7,0,17,8.075,0,0,5,0,38,3,12.666666666666666,4.784233364802441
5528,... Yeah...,sanders,d_charleston_2016_01_17,1.0,0,0,0,3.1975,0,0,0,0,2,2,1.0,0.0
5529,"... benefits. You've been specific about what you want, but let's talk about how to pay for all this. You now said that you would raise taxes today, two hours or so ago, you said you would raise taxes to pay for your health care plan. You haven't been specific about how to pay for the other things...",mitchell,d_charleston_2016_01_17,45.77385332352219,3,0,4,7.31,0,0,9,1,58,5,11.8,5.1536394906900505
5530,... That's true.,sanders,d_charleston_2016_01_17,3.0,0,0,0,2.9225000000000003,0,0,0,0,3,2,1.5,0.5
5531,... Will you tell us tonight?,mitchell,d_charleston_2016_01_17,5.0,0,0,3,1.92,0,0,1,0,6,1,6.0,0.0
5532,"Good. You're right. I want to rebuild our crumbling infrastructure, create 13 million jobs. We do that by doing away with the absurd loophole that now allows major profitable corporations to stash their money in the Cayman Islands, and not in some years, pay a nickel in taxes. Yes, I do. I plead guilty. I want every kid in this country who has the ability to be able to go to a public college, or university, tuition free. And, by the way, I want to substantially lower student debt interest rates in this country as well.",sanders,d_charleston_2016_01_17,103.21920000000001,19,0,10,7.7524999999999995,13,3,1,1,96,8,12.0,11.445523142259598
5533,How do I pay for it? [applause],sanders,d_charleston_2016_01_17,7.0,1,0,3,-0.010000000000000009,2,0,0,0,7,2,3.5,2.5
5534,"I pay for it through a tax on Wall Street speculation. This country, and the middle class, bailed out Wall Street. Now, it is Wall Street's time to help the middle class. In fact...",sanders,d_charleston_2016_01_17,42.875000000000014,1,0,9,4.62,5,0,0,1,34,4,8.5,3.774917217635375
5535,[inaudible],o'malley,d_charleston_2016_01_17,1.0,1,0,0,24.574999999999996,1,0,0,0,1,1,1.0,0.0
