,segment,speaker,debate,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
10292,"He had request for help and he had basically stone walled. I'll tell you what, if the kids in a rich suburb of Detroit had been drinking contaminated water and being bathed in it, there would've been action.",clinton,d_charleston_2016_01_17,74.66666666666667,7,0,2,8.7225,5,0,1,3,38,2,19.0,8.0,207
10293,"So I sent my top campaign aide down there to talk to the mayor of Flint to see what I could to help. I issued a statement about what we needed to do and then I went on a T.V. show and I said, ""it was outrageous that the governor hadn't acted and within two hours he had.""",clinton,d_charleston_2016_01_17,72.00000000000003,8,0,5,9.295000000000002,8,2,0,2,58,3,19.333333333333332,2.6246692913372702,271
10294,And that's time.,holt,d_charleston_2016_01_17,4.0,0,0,0,-0.445,0,0,0,0,3,1,3.0,0.0,16
10295,I want to be a president who takes care of the big problems and the problems that are affecting the people of our country everyday.,clinton,d_charleston_2016_01_17,43.74999999999999,3,0,1,10.677499999999998,1,1,0,0,25,1,25.0,0.0,131
10296,Thank you.,holt,d_charleston_2016_01_17,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0,10
10297,Senator Sanders?,holt,d_charleston_2016_01_17,2.0,1,1,0,13.625,0,0,0,0,2,1,2.0,0.0,16
10298,"Well, Secretary Clinton was right and what I did which I think is also right, is demanded the resignation of governor. A man who acts that irresponsibly should not stay in power.",sanders,d_charleston_2016_01_17,95.57333333333334,6,1,0,9.399999999999999,6,1,0,0,32,2,16.0,5.0,178
10299,"Now, we are a great nation — and we've heard a lot of great ideas here tonight. Let's be honest and let's be truthful. Very little is going to be done to transform our economy and to create the kind of middle class we need unless we end a corrupt campaign finance system which is undermining American democracy.",sanders,d_charleston_2016_01_17,52.80434782608695,11,0,3,8.655,3,5,0,3,58,3,19.333333333333332,11.145502331533658,311
10300,"We've got to get rid of Super PACs, we've got to get rid of Citizens' United and what we've got to do is create a political revolution which revitalizes American democracy; which brings millions of young people and working people into the political process. To say loudly and clearly,"" that the government of the United States of America belongs to all of us and not just a handful of wealthy campaign contributors.""",sanders,d_charleston_2016_01_17,37.5,14,0,28,15.8125,2,4,1,0,72,2,36.0,8.0,416
10301,All right. Well thank you and thanks to all of you for being here tonight shedding light on some of the differences as Americans get ready to vote.,holt,d_charleston_2016_01_17,54.87999999999999,3,0,1,10.9475,0,1,2,3,28,2,14.0,12.0,147
10302,"I also want to thank the Congressional Black Caucus Institute and certainly my friend and colleague, Andrea Mitchell. This has been great. It's been a great spirited conversation and American people appreciate it.",holt,d_charleston_2016_01_17,64.736,8,0,2,10.4025,5,0,0,0,33,3,11.0,5.715476066494082,213
10303,We're live here at the University of Houston for the 10th Republican presidential debate.,blitzer,r_houston_2016_02_25,63.00000000000002,5,0,0,12.295,0,1,0,2,14,1,14.0,0.0,89
10304,"An enthusiastic crowd is on hand here in the beautiful opera house at the Moore School of Music. Texas is the biggest prize next Tuesday, Super Tuesday, when 11 states vote, a day that will go a long way towards deciding who wins the Republican nomination.",blitzer,r_houston_2016_02_25,94.50000000000003,6,0,0,10.82,3,0,0,2,46,2,23.0,5.0,256
10305,"We want to welcome our viewers in the United States and around the world. I'm Wolf Blitzer. This debate is airing on CNN, CNN International, and CNN in Espanol. It's also being seen on Telemundo and heard on the Salem Radio Network. Telemundo and Salem are our partners in this debate, along with the Republican National Committee.",blitzer,r_houston_2016_02_25,54.115894039735096,11,0,8,7.545,7,4,0,1,57,5,11.4,4.31740662898458,331
10306,"We'd also like to welcome a very special guest with us here tonight. Ladies and gentlemen, the 41st president of the United States, George Herbert Walker Bush and former first lady Barbara Bush.",blitzer,r_houston_2016_02_25,107.89333333333332,6,3,3,8.785,0,2,0,4,33,2,16.5,3.5,194
10307,"Everyone here is looking forward to a lively debate. I'll be your moderator tonight. Joining me in the questioning, Telemundo host Maria Celesta Arrasas, CNN Chief Political Correspondent Dana Bash; and Salem Radio Network's Hugh Hewitt, who worked in the Reagan administration for six years.",blitzer,r_houston_2016_02_25,309.2600000000004,14,0,3,11.8625,4,0,2,3,45,3,15.0,11.430952132988164,292
10308,"Tonight, there are five Republican candidates and they're ready to join us right now.",blitzer,r_houston_2016_02_25,15.0,2,0,0,9.557500000000001,0,0,0,1,14,1,14.0,0.0,85
10309,Please welcome Ohio Governor John Kasich.,blitzer,r_houston_2016_02_25,6.0,2,1,1,9.662500000000001,0,1,0,0,6,1,6.0,0.0,41
10310,Senator Ted Cruz of Texas.,blitzer,r_houston_2016_02_25,5.0,1,1,0,4.335,0,0,0,0,5,1,5.0,0.0,26
10311,Businessman and real estate developer Donald Trump.,blitzer,r_houston_2016_02_25,7.0,4,1,0,13.767499999999998,0,0,0,0,7,1,7.0,0.0,51
10312,Senator Marco Rubio of Florida.,blitzer,r_houston_2016_02_25,5.0,4,1,0,11.31,0,0,0,0,5,1,5.0,0.0,31
10313,"And retired neurosurgeon, Dr. Ben Carson.",blitzer,r_houston_2016_02_25,6.0,3,1,0,9.485,0,0,0,0,6,1,6.0,0.0,41
10314,"Ladies and gentlemen, welcome the Republican candidates for president of the United States.",blitzer,r_houston_2016_02_25,47.320000000000036,3,0,4,13.75,0,1,0,0,13,1,13.0,0.0,91
10315,"Now please rise for our national anthem, performed by country music artist, Deana Carter.",blitzer,r_houston_2016_02_25,14.0,3,0,2,9.5775,0,1,0,0,14,1,14.0,0.0,89
10316,[the national anthem is sung],blitzer,r_houston_2016_02_25,5.0,2,0,5,6.1899999999999995,1,0,0,0,5,1,5.0,0.0,29
10317,"Thank you very much, Deana Carter. A beautiful, beautiful national anthem.",blitzer,r_houston_2016_02_25,33.879999999999995,2,0,0,7.6049999999999995,0,0,1,0,11,2,5.5,0.5,74
10318,The final debate before Super Tuesday begins right after this quick break.,blitzer,r_houston_2016_02_25,12.0,4,0,6,8.48,0,0,0,0,12,1,12.0,0.0,74
10319,[commercial break],blitzer,r_houston_2016_02_25,2.0,1,0,0,15.524999999999999,0,0,0,0,2,1,2.0,0.0,18
10320,Welcome back to the University of Houston and the Republican presidential debate.,blitzer,r_houston_2016_02_25,40.319999999999986,5,0,0,13.669999999999998,0,1,0,0,12,1,12.0,0.0,81
10321,"The candidates, they are now in place. Their positions were selected based on their standing in the delegate race through Nevada, with the top candidate in the center and the others extending outward.",blitzer,r_houston_2016_02_25,43.56,9,0,3,11.105,3,1,0,3,33,2,16.5,9.5,200
10322,"I want to tell you how tonight's debate will work. As moderator, I will guide the discussion, asking questions and follow-ups, as will Maria Celeste, Dana Bash and Hugh Hewitt. Candidates, you'll have a minute and 15 seconds to answer and 30 seconds for follow-ups and rebuttals. We have timing lights that are visible to the candidates. Those lights will warn you when your time is up, and as the candidates requested, a bell will sound like this.",blitzer,r_houston_2016_02_25,59.15571967316153,13,0,9,8.4825,3,1,5,1,78,5,15.6,4.758150901348127,448
10323,[bell ringing],blitzer,r_houston_2016_02_25,2.0,1,0,2,3.8000000000000003,0,0,0,0,2,1,2.0,0.0,14
10324,"We know you all want to jump and debate these critically important issues, but please wait until you're called on. These are the rules all of the candidates have agreed to.",blitzer,r_houston_2016_02_25,57.34400000000001,4,0,1,7.6775,2,1,2,0,31,2,15.5,4.5,172
10325,"It's time for the candidates to introduce themselves right now. You'll each have 30 seconds. Dr. Carson, you're first.",blitzer,r_houston_2016_02_25,123.47999999999988,5,1,0,6.0424999999999995,2,0,2,1,19,3,6.333333333333333,2.6246692913372702,118
10326,"If someone had tried to describe today's America to you 30 years ago, you would have listened in disbelief. Americans know that our nation is heading off the abyss of destruction, secondary to divisiveness, fiscal irresponsibility, and failure to lead.",carson,r_houston_2016_02_25,112.00000000000003,12,0,19,12.8975,4,1,2,1,40,2,20.0,1.0,252
10327,"Marco, Donald, Ted, John, we will not solve any of these problems by trying to destroy each other. What we need to do is be looking for solutions tonight. It's not about us, it's about the American people.",carson,r_houston_2016_02_25,74.66666666666667,6,0,18,5.6225,3,2,0,0,38,3,12.666666666666666,3.858612300930075,205
10328,Governor Kasich?,blitzer,r_houston_2016_02_25,2.0,2,1,0,15.099999999999998,0,0,0,0,2,1,2.0,0.0,16
10329,"Well, you know, on the way over here, even getting ready earlier and sitting in the green room and watching the early coverage, you know, my father carried mail on his back and his father was a coal miner and my mother's mother was an immigrant, could barely speak English. And I'm standing on this stage. It's pretty remarkable. But I want to tell you, there's a lot of young people watching tonight. You can do whatever you want to do in your life. America is an amazing country, where a kid like me can grow up to run for president of the United States and be on this stage tonight. So to all the young people that are out there, your hopes, your dreams, pursue them. Shoot for the stars. America's great, and you can do it. Thank you, Wolf.",kasich,r_houston_2016_02_25,71.29919350587738,13,0,52,6.119999999999999,11,1,15,4,141,10,14.1,13.902877400020472,744
10330,Senator Rubio?,blitzer,r_houston_2016_02_25,2.0,2,1,0,12.475,0,0,0,0,2,1,2.0,0.0,14
10331,"Well, thank you. This election, we have to decide the identity of America in the 2ist century, but as part of this primary, we have to find out our identity as a party and as a movement.",rubio,r_houston_2016_02_25,29.25690909090909,5,0,2,7.73,3,4,1,0,37,2,18.5,15.5,186
10332,"Thirty-six years ago, Ronald Reagan and George H.W. Bush began the Reagan Revolution. For a generation, they defined conservatism as limited government and free enterprise and a strong national defense. But they also appealed to our hopes and our dreams. Now we have to decide if we are still that kind of party and still that kind of movement, or if we're simply going to become a party that preys on people's angers and fears.",rubio,r_houston_2016_02_25,63.05747126436782,12,1,20,8.22,2,5,0,2,75,4,18.75,9.705024471890836,428
10333,I hope we remain that conservative movement that appeals to our hopes and our dreams and the belief that America will always be better in its future than it's been in its story history.,rubio,r_houston_2016_02_25,57.166666666666686,5,0,1,13.6175,6,3,0,1,34,1,34.0,0.0,185
10334,Senator Cruz?,blitzer,r_houston_2016_02_25,2.0,1,1,0,9.675,0,0,0,0,2,1,2.0,0.0,13
10335,Welcome to Texas.,cruz,r_houston_2016_02_25,3.0,0,0,0,1.8050000000000002,0,1,0,0,3,1,3.0,0.0,17
10336,"Here, Texas provided my family with hope. Here, my mom became the first in her family ever to go to college. Here, my dad fled Cuba and washed dishes, making 50 cents an hour to pay his way through the University of Texas. I graduated from high school at Second Baptist not too far away from here.",cruz,r_houston_2016_02_25,79.82545454545456,6,0,12,6.445,5,0,0,11,57,4,14.25,5.3091901453988255,297
10337,"When I ran for Senate, I promised 27 million Texans I would fight for you every day, and not for the Washington bosses.",cruz,r_houston_2016_02_25,33.88000000000001,4,0,7,9.07,3,0,1,0,23,1,23.0,0.0,119
10338,"And, I'll tell you, as I travel the state, Democrats tell me I didn't vote for you, but you're doing what you said you would do. And, as president, I will do the same.",cruz,r_houston_2016_02_25,37.0,3,0,4,5.25,4,0,5,0,34,2,17.0,9.0,167
10339,Mr. Trump.,blitzer,r_houston_2016_02_25,2.0,0,1,0,-2.9524999999999997,0,0,0,0,2,1,2.0,0.0,10
10340,"Thank you. My whole theme is make America great again. We don't win anymore as a country. We don't win with trade, we don't win with the military. ISIS, we can't even knock out ISIS, and we will, believe me. We will.",trump,r_houston_2016_02_25,22.580584607133282,2,0,19,3.7,4,6,1,0,42,6,7.0,3.9157800414902435,216
10341,"We don't win in any capacity with healthcare. We have terrible health care, Obamacare is going to be repealed and replaced. We just don't win.",trump,r_houston_2016_02_25,40.82399999999999,5,0,15,5.1875,2,3,0,2,25,3,8.333333333333334,3.681787005729087,142
10342,"You look at our borders, they're like swiss cheese, everybody pours in.",trump,r_houston_2016_02_25,13.0,1,0,13,6.555000000000001,1,1,1,1,12,1,12.0,0.0,71
10343,"We're going to make a great country again. We're going to start winning again. We're going to win a lot, it's going to be a big difference, believe me. It's going to be a big difference.",trump,r_houston_2016_02_25,18.946969696969695,1,0,23,3.3024999999999998,2,3,0,0,36,4,9.0,3.5355339059327378,186
10344,"Thank you very much. It's now time to begin questions. Voters in the first four states have spoken, and Mr. Trump has emerged as the frontrunner, but in five days the candidates will face their biggest test yet, Super Tuesday. When nearly half of the delegates needed to win the Republican nomination will be awarded, and the biggest prize of the night is Texas.",blitzer,r_houston_2016_02_25,98.58333333333333,12,1,21,7.300000000000001,4,0,1,1,64,4,16.0,11.224972160321824,362
10345,"Immigration is a key issue in this state, for all voters nationwide, including the many people watching us on Telemundo. So, that's where we begin.",blitzer,r_houston_2016_02_25,26.0,7,0,0,9.145,5,1,0,0,25,2,12.5,7.5,147
10346,"Mr. Trump, you've called for a deportation force to remove the 11 million undocumented immigrants from the United States. You've also promised to let what you call, ""the good ones"", come back in. Your words, ""the good ones"", after they've been deported.",blitzer,r_houston_2016_02_25,54.208,4,1,8,8.605,2,0,5,1,42,3,14.0,4.08248290463863,253
10347,Senator Cruz would not allow them to come back in. He says that's the biggest difference between the two of you. He calls your plan amnesty. Is it?,blitzer,r_houston_2016_02_25,117.73999999999997,2,1,6,4.1825,3,0,3,2,28,4,7.0,3.6742346141747673,147
10348,"First of all, he was in charge of amnesty, he was the leader, and you can ask Marco because they've been debating this every debate that we've had.",trump,r_houston_2016_02_25,63.00000000000002,3,0,0,10.6875,1,1,1,3,28,1,28.0,0.0,147
10349,"As far as coming back in, number one, you wouldn't even be talking, and you wouldn't have asked that as the first question if it weren't for me when my opening when I talked about illegals immigration. It wouldn't even be a big subject.",trump,r_houston_2016_02_25,40.26053097345133,5,0,15,9.02,8,1,2,0,44,2,22.0,15.0,236
10350,"But, we either have a country, or we don't have a country. We have at least 11 million people in this country that came in illegally. They will go out. They will come back — some will come back, the best, through a process. They have to come back legally. They have to come back through a process, and it may not be a very quick process, but I think that's very fair, and very fine.",trump,r_houston_2016_02_25,27.27715729706121,2,0,9,3.9775,5,3,0,4,76,6,12.666666666666666,7.086763875156433,382
10351,"They're going to get in line with other people. The best of them will come back, but they're going to come back through a process.",trump,r_houston_2016_02_25,34.02,0,0,7,4.615,1,0,0,2,25,2,12.5,3.5,130
10352,"Senator Cruz, what's wrong with letting what Mr. Trump calls, ""the good ones"" come back to the United States?",blitzer,r_houston_2016_02_25,56.000000000000014,1,2,18,5.1725,0,0,0,0,19,1,19.0,0.0,109
10353,"You know, the people that get forgotten in this debate over immigration are the hardworking men and women of this country — our millions of Americans who are losing their jobs. Millions of legal immigrants who are losing their jobs are seeing their wages driven down.",cruz,r_houston_2016_02_25,38.43385214007782,8,0,10,11.8,3,1,1,3,46,2,23.0,8.0,267
10354,"You know, in the past couple of weeks the Wall Street Journal had a very interesting article about the state of Arizona. Arizona put in very tough laws on illegal immigration, and the result was illegal immigrants fled the state, and what's happened there — it was a very interesting article.",cruz,r_houston_2016_02_25,45.81707317073171,9,0,0,12.252500000000001,9,1,1,0,51,2,25.5,3.5,292
10355,"Some of the business owners complained that the wages they had to pay workers went up, and from their perspective that was a bad thing. But, what the state of Arizona has seen is the dollars they're spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars. And, the Americans, and for that matter, the legal immigrants who are in Arizona, are seeing unemployment drop are seeing wages rise. That's who we need to be fighting for.",cruz,r_houston_2016_02_25,77.89958158995816,17,0,24,10.0075,3,3,0,3,85,4,21.25,8.166241485530538,481
10356,"Listen, we have always welcomed legal immigrants, but I think it is a mistake to forgive those who break the law to allow them to become U.S. citizens, and that's why I've led the fight against granting citizenship to those here illegally, and that's why I will do the same thing as president.",cruz,r_houston_2016_02_25,69.97846153846153,8,0,5,20.4925,7,2,0,2,53,1,53.0,0.0,293
10357,"Mr. Trump, do you want to respond to that?",blitzer,r_houston_2016_02_25,22.679999999999993,1,1,5,1.5750000000000002,0,0,1,0,9,1,9.0,0.0,42
10358,"Well, I'm very glad that Ted mentioned Arizona because probably the toughest man on borders is Sheriff Joe Arpaio, and two days ago he totally endorsed me, so, thank you.",trump,r_houston_2016_02_25,31.0,8,0,0,13.095,2,1,1,2,30,1,30.0,0.0,170
10359,Senator Rubio?,blitzer,r_houston_2016_02_25,2.0,2,1,0,12.475,0,0,0,0,2,1,2.0,0.0,14
10360,"Senator Cruz has called your immigration plan amnesty, and has an add out there comparing it to President Obama's. He says both of you support allowing undocumented immigrants legal status here in the United States after a background check, paying a fine, and paying taxes.",rubio,r_houston_2016_02_25,148.11999999999992,13,1,4,13.225,4,0,3,3,45,2,22.5,3.5,273
10361,Are those claims correct?,rubio,r_houston_2016_02_25,4.0,0,0,0,4.1625000000000005,0,0,0,0,4,1,4.0,0.0,25
10362,"Well, first of all, and before we do anything, I've been abundantly clear on this. When I'm president of the United States, before we do anything on immigration, we are going to secure the border. And, that's not just the physical border with Mexico, it's Visa overstays. That's 45 percent of the problem right there.",rubio,r_houston_2016_02_25,59.0,10,0,18,7.907500000000001,4,4,0,0,55,4,13.75,4.380353866983808,317
10363,"It also has to do — that's why we need e-verify, and entry-exit tracking system, and so-forth. And, until that happens, we're not doing anything else. And then we'll see what the American people are willing to support.",rubio,r_houston_2016_02_25,63.999999999999986,7,0,13,6.999999999999999,1,3,0,0,38,3,12.666666666666666,3.2998316455372216,218
10364,"And Donald mentioned, because he mentioned me in his answer, that his position on immigration is what has driven this debate. Well, the truth is, though, that a lot of these positions that he's now taking are new to him.",rubio,r_houston_2016_02_25,78.44666666666666,6,0,2,9.3575,4,1,0,5,40,2,20.0,1.0,220
10365,"In 2011, he talked about the need for a pathway to citizenship. In 2012, Donald criticized Mitt Romney, saying that Mitt lost his election because of self-deportation.",rubio,r_houston_2016_02_25,87.50000000000006,8,0,8,9.8675,2,0,0,2,27,2,13.5,1.5,167
10366,"And so even today, we saw a report in one of the newspapers that Donald, you've hired a significant number of people from other countries to take jobs that Americans could have filled.",rubio,r_houston_2016_02_25,107.89333333333332,5,0,6,14.485,1,1,1,0,33,1,33.0,0.0,184
10367,"My mom and dad — my mom was a maid at a hotel, and instead of hiring an American like her, you have brought in over a thousand people from all over the world to fill those jobs instead.",rubio,r_houston_2016_02_25,42.0158024691358,1,0,0,12.477500000000001,5,0,1,2,39,1,39.0,0.0,185
10368,"So I think this is an important issue. And I think we are realizing increasingly that it's an important issue for the country that has been debated for 30 years, but finally needs to be solved once and for all.",rubio,r_houston_2016_02_25,49.77777777777779,4,0,4,8.84,9,1,0,0,40,2,20.0,12.0,210
10369,Mr. Trump?,blitzer,r_houston_2016_02_25,2.0,0,1,0,-2.9524999999999997,0,0,0,0,2,1,2.0,0.0,10
10370,"Well, first of all, self-deportation is people are going to leave as soon as they see others going out. If you look at Dwight Eisenhower in the 1950s, they started moving people out and the rest of them left.",trump,r_houston_2016_02_25,60.839999999999996,4,0,11,8.3225,3,1,1,2,39,2,19.5,0.5,208
10371,"Self-deportation, as I really define it, and that's the way I define it, is you're going to get some to go, and the rest are going to go out.",trump,r_houston_2016_02_25,25.00773195876289,2,0,0,9.947500000000002,5,0,1,0,29,1,29.0,0.0,141
10372,"As far as the people that I've hired in various parts of Florida during the absolute prime season, like Palm Beach and other locations, you could not get help. It's the up season. People didn't want to have part-time jobs. There were part-time jobs, very seasonal, 90-day jobs, 120-day jobs, and you couldn't get.",trump,r_houston_2016_02_25,35.926808423355666,5,0,3,7.852499999999999,3,1,2,1,54,4,13.5,9.656603957913983,313
10373,"Everybody agrees with me on that. They were part-time jobs. You needed them, or we just might as well close the doors, because you couldn't get help in those hot, hot sections of Florida.",trump,r_houston_2016_02_25,171.49999999999994,3,0,2,5.4799999999999995,1,3,2,2,34,3,11.333333333333334,8.993825042154693,187
10374,That — my point that I made was you had criticized Mitt Romney for self-deportation. You said that his strategy of self- deportation is why he lost the election.,rubio,r_houston_2016_02_25,73.17333333333337,5,0,1,7.969999999999999,3,0,2,2,29,2,14.5,0.5,161
10375,"And I think people in Florida would be surprised, because, in fact, the article that was today, they interviewed a number of people that would have been willing to do those jobs, if you would have been willing to hire them to do it.",rubio,r_houston_2016_02_25,38.64,4,0,2,16.4425,6,0,1,1,44,1,44.0,0.0,232
10376,"I criticized Mitt Romney for losing the election. He should have won that election. He had a failed president. He ran a terrible campaign. He was a terrible candidate. That's what I criticize Mitt Romney — I mean, ran...",trump,r_houston_2016_02_25,35.03658536585366,8,0,16,5.11,3,0,0,4,39,6,6.5,1.8929694486000912,220
10377,"No, he...",rubio,r_houston_2016_02_25,2.0,0,0,0,-5.7525,0,0,0,1,2,1,2.0,0.0,9
10378,Excuse me. He ran one terrible campaign. That's an election that should have been won.,trump,r_houston_2016_02_25,71.68,2,0,1,4.3075,0,0,0,1,15,3,5.0,2.449489742783178,86
10379,"Well, in fact, I agree we should have won and I wished we would have, but, in fact, you did criticize him for using the term ""self-deportation."" I mean, that's on the record and people can look it up right now online.",rubio,r_houston_2016_02_25,64.715,4,0,8,7.8100000000000005,6,3,1,1,42,3,14.333333333333334,3.858612300930075,217
10380,"But, again, I just want to reiterate, I think it's really important, this point. I think it's fine, it's an important point that you raise and we discuss on immigration. This is a big issue for Texas, a huge issue for the country.",rubio,r_houston_2016_02_25,32.001234567901236,4,0,11,6.557499999999999,12,1,1,0,43,3,14.333333333333334,1.247219128924647,230
10381,"But I also think that if you're going to claim that you're the only one that lifted this into the campaign, that you acknowledge that, for example, you're only person on this stage that has ever been fined for hiring people to work on your projects illegally.",rubio,r_houston_2016_02_25,36.76605504587157,6,0,3,18.265,4,0,6,0,47,1,47.0,0.0,259
10382,You hired some workers from Poland...,rubio,r_houston_2016_02_25,6.0,1,0,1,4.295,0,0,1,0,6,1,6.0,0.0,37
10383,"No, no, I'm the only one on the stage that's hired people. You haven't hired anybody.",trump,r_houston_2016_02_25,23.5360157790927,0,0,3,2.825,1,0,1,0,16,2,8.0,4.0,85
10384,"In fact, some of the people...",rubio,r_houston_2016_02_25,6.0,0,0,0,0.99,1,0,0,0,6,1,6.0,0.0,30
10385,,rubio,r_houston_2016_02_25,0.0,0,0,0,-7.8774999999999995,0,0,0,0,0,0,,,0
10386,"And by the way, I've hired — and by the way, I've hired tens of thousands of people over at my job. You've hired nobody.",trump,r_houston_2016_02_25,21.780927835051546,1,0,9,3.445,3,0,1,0,25,2,12.5,9.5,120
10387,"Yes, you've hired a thousand from another country...",rubio,r_houston_2016_02_25,9.0,0,0,4,7.0125,0,0,1,0,8,1,8.0,0.0,52
10388,"You've had nothing but problems with your credit cards, et cetera. So don't tell me about that.",trump,r_houston_2016_02_25,19.0,2,0,5,3.97,0,0,3,0,17,2,8.5,2.5,95
10389,Let me just say — let me finish the statement. This is important.,rubio,r_houston_2016_02_25,16.080000000000005,1,0,0,2.1,2,0,0,0,13,2,6.5,3.5,65
10390,"You haven't hired one person, you liar.",trump,r_houston_2016_02_25,17.92,0,0,3,3.035,0,0,2,0,7,1,7.0,0.0,39
10391,He hired workers from Poland. And he had to pay a million dollars or so in a judgment from...,rubio,r_houston_2016_02_25,33.69333333333333,3,0,1,2.66,1,0,0,2,19,2,9.5,4.5,93
10392,That's wrong. That's wrong. Totally wrong.,trump,r_houston_2016_02_25,4.0,1,0,0,7.9625,0,0,0,0,6,3,2.0,0.0,42
10393,"That's a fact. People can look it up. I'm sure people are Googling it right now. Look it up. ""Trump Polish workers,"" you'll see a million dollars for hiring illegal workers on one of his projects. He did it.  That happened.",rubio,r_houston_2016_02_25,60.231111111111105,5,1,10,3.825,6,0,1,2,41,7,6.0,4.840306956027833,223
10394,I've hired tens of thousands of people over my lifetime. Tens of thousands...,trump,r_houston_2016_02_25,14.0,2,0,2,4.215000000000001,2,0,0,0,13,2,6.5,3.5,77
10395,Many from other countries instead of hiring Americans.,rubio,r_houston_2016_02_25,8.0,3,0,0,10.25,1,0,0,0,8,1,8.0,0.0,54
10396,"Be quiet. Just be quiet.  Let me talk. I've hired tens of thousands of people. He brings up something from 30 years ago, it worked out very well. Everybody was happy.",trump,r_houston_2016_02_25,58.47468599033816,1,0,12,3.2375,2,1,0,1,31,6,5.166666666666667,3.8477987935383986,166
10397,You paid a million dollars.,rubio,r_houston_2016_02_25,5.0,1,0,1,2.85,0,0,1,0,5,1,5.0,0.0,27
10398,"And by the way, the laws were totally different. That was a whole different world.",trump,r_houston_2016_02_25,31.50000000000001,1,0,0,4.6850000000000005,0,1,0,0,15,2,7.5,1.5,82
10399,Thank you.,blitzer,r_houston_2016_02_25,2.0,0,0,0,-2.2275,0,0,1,0,2,1,2.0,0.0,10
10400,But I've hired people. Nobody up here has hired anybody.,trump,r_houston_2016_02_25,33.879999999999995,0,0,7,2.675,1,0,0,2,10,2,5.0,1.0,56
10401,"Senator Cruz, you say you want to deport the 11 million undocumented immigrants, but you never want to allow them to come back to the United States. What would happen to the children who are U.S.- born citizens whose parent will be deported under your plan?",blitzer,r_houston_2016_02_25,55.915555555555564,6,1,6,11.3325,1,0,5,0,46,2,23.0,4.0,257
10402,"Well, existing law provides that those who are deported cannot come back here legally. U.S. citizens can come back. That's existing law.",cruz,r_houston_2016_02_25,26.880000000000003,5,0,7,7.199999999999999,0,1,0,2,22,3,7.333333333333333,4.784233364802441,136
10403,"But let me say, Wolf, I really find it amazing that Donald believes that he is the one who discovered the issue of illegal immigration. I can tell you, when I ran for Senate here in the state of Texas, I ran promising to lead the fight against amnesty, promising to fight to build a wall. And in 2013, when I was fight against the ""gang of eight"" amnesty bill, where was Donald? He was firing Dennis Rodman on ""Celebrity Apprentice."" [laughter]",cruz,r_houston_2016_02_25,62.78902016857314,14,0,13,8.6875,12,0,1,4,82,5,16.4,10.910545357588685,444
10404,"And indeed, if you look at the ""gang of eight,"" one individual on this stage broke his promise to the men and women who elected him and wrote the amnesty bill.",cruz,r_houston_2016_02_25,67.27000000000001,2,0,19,11.425,3,0,1,2,31,1,31.0,0.0,159
10405,"If you look at the eight members of the Gang of Eight, Donald gave over $50,000 to three Democrats and two Republicans. And when you're funding open border politicians, you shouldn't be surprised when they fight for open borders.",cruz,r_houston_2016_02_25,56.000000000000014,8,0,14,9.3875,1,0,3,1,39,2,19.5,2.5,229
10406,"And I think if you want to know who actually will secure the borders and follow through, you ought to ask who has a record before they were a candidate for president of fighting to secure the borders and stop amnesty. And I'm the only one on this stage that has that record. And by the way, Marco is exactly right that a federal court found Donald guilty of being part of a conspiracy to hire people illegally and entered a $1 million judgment against him.",cruz,r_houston_2016_02_25,71.24027459954233,14,0,2,11.9725,5,1,2,2,86,3,28.666666666666668,12.229290885229428,456
10407,Mr. Trump?,blitzer,r_houston_2016_02_25,2.0,0,1,0,-2.9524999999999997,0,0,0,0,2,1,2.0,0.0,10
10408,"I can only say this, and I've said it loud and clear and I've said it for years. And many of these people are sitting right in the audience right now — your lobbyist and your special interest and your donors, because the audience is packed with them, and they're packed with you.",trump,r_houston_2016_02_25,28.1046845124283,4,0,11,10.1825,8,0,7,1,53,3,17.666666666666668,12.684198393626966,279
10409,"I've had an amazing relationship with politicians — with politicians both Democrat, Republican, because I was a businessman. As one magazine said, he's a world-class businessman; he was friendly with everybody. I got along with everybody.",trump,r_houston_2016_02_25,28.590909090909093,6,0,3,10.0375,3,0,0,2,36,3,12.0,5.354126134736337,238
10410,"You get along with nobody. You don't have one Republican — you don't have one Republican senator, and you work with them every day of your life, although you skipped a lot of time. These are minor details. But you don't have one Republican senator backing you; not one. You don't have the endorsement of one Republican senator and you work with these people. You should be ashamed of yourself.",trump,r_houston_2016_02_25,29.549068668334726,7,0,1,6.345000000000001,0,0,16,0,70,6,11.666666666666666,8.634555897992412,393
10411,Senator Cruz?,blitzer,r_houston_2016_02_25,2.0,1,1,0,9.675,0,0,0,0,2,1,2.0,0.0,13
