speaker,segment,debate,n_applauses,n_crosstalks,n_opponent_mentions,n_trump_mentions,lexical_diversity,n_difficult_words,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3,n_words,n_sents,mean_sent_length,std_sent_length,segment_length
WARREN,Thank you.,Westerville-OH,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
WARREN,(LAUGHTER),Westerville-OH,0,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
WARREN,"But understand this. It was a dream big, fight hard. People told me, go for something little, go for something small, go for something that the big corporations will be able to accept.",Westerville-OH,0,0,0,0,38.28,1,0.6666666666666666,5.6025,0,0,0,0,33,3,11.0,8.640987597877148,184
COOPER,"Thank you, Senator.",Westerville-OH,0,0,0,0,3.0,1,0.0,7.59,0,0,0,0,3,1,3.0,0.0,19
WARREN,"I said, no, let's go for an agency that will make structural change in our economy.",Westerville-OH,0,0,0,0,17.0,3,0.5,6.779999999999999,1,1,0,0,16,1,16.0,0.0,83
COOPER,"Senator, thank you.",Westerville-OH,0,0,0,0,3.0,1,1.0,7.59,0,0,0,0,3,1,3.0,0.0,19
WARREN,"And President Obama said, I will fight for that, and he sometimes had to fight against people in his own administration. We have...",Westerville-OH,0,0,0,0,74.05999999999996,3,1.5,10.995,1,1,0,2,23,2,11.5,9.5,131
BIDEN,Not me.,Westerville-OH,0,0,0,0,2.0,0,0.0,-6.2025,0,0,0,0,2,1,2.0,0.0,7
WARREN,"We have to be willing to make good, big, structural change.",Westerville-OH,0,0,0,0,33.879999999999995,1,0.0,4.5200000000000005,0,1,0,0,11,1,11.0,0.0,59
COOPER,"Mayor Buttigieg, which is the right vision for a Democrat to beat Donald Trump? That's the essential question.",Westerville-OH,0,0,1,1,101.07999999999991,4,0.0,6.805,0,0,0,0,18,2,9.0,5.0,110
BUTTIGIEG,"If I had a buck for every argument that I've witnessed like this, I could pay for college for everybody. We need to move past what has been consuming this whole political space for as long as I've been alive.",Westerville-OH,0,0,0,0,49.391999999999996,4,6.0,8.375,2,1,0,0,40,2,20.0,0.0,208
BUTTIGIEG,"We're being offered a false choice. I don't agree with the vice president that Trump is an aberration. I don't agree that there's any such thing as back to normal. Because here in the industrial Midwest, definitely where I live, normal didn't work. That's part of how we got here. That's part of how a guy like Donald Trump managed to get within cheating distance of the Oval Office in the first place.",Westerville-OH,0,0,0,2,73.93939393939394,12,2.25,6.09,3,1,0,0,73,6,12.166666666666666,5.520165053893065,402
BUTTIGIEG,"But I also don't agree with Senator Warren that the only way forward is infinite partisan combat. Yes, we have to fight -- absolutely, we have to fight for the big changes at hand, but it's going to take more than fighting. Once again, I want to take you back to that day after Trump has stopped being president. Think about what the president can do to unify a new American majority for some of the boldest things we've attempted in my lifetime -- Medicare for all who want it, actually getting something done on immigration for the first time since the '80s, an assault weapons ban, which would be a huge deal, making college free for low- and middle-income students.",Westerville-OH,0,0,1,1,154.3525925925926,18,2.25,12.940000000000001,3,2,1,0,121,4,30.25,18.619546181365433,669
BUTTIGIEG,"Yet there are some here on this stage who say it doesn't count unless we go even further, free college for low- and middle-income students isn't good enough unless we're also paying for the children of billionaires. Immigration reform isn't enough unless we also decriminalize border crossings. We have an opportunity to do the biggest things we've done...",Westerville-OH,0,0,0,0,85.48615384615384,10,0.0,11.2725,0,3,0,0,58,3,19.333333333333332,12.498888839501783,356
COOPER,"Thank you, Mayor.",Westerville-OH,0,0,0,0,3.0,0,0.0,1.31,0,0,0,0,3,1,3.0,0.0,17
BUTTIGIEG,... in my lifetime...,Westerville-OH,0,0,0,0,3.0,1,0.0,3.1799999999999997,1,0,0,0,4,1,4.0,0.0,21
COOPER,Senator?,Westerville-OH,0,0,0,0,1.0,1,0.0,18.1475,0,0,0,0,1,1,1.0,0.0,8
BIDEN,I did not say back to normal.,Westerville-OH,0,0,0,0,7.0,1,1.5,-0.3350000000000002,1,0,0,0,7,1,7.0,0.0,29
BIDEN,(CROSSTALK),Westerville-OH,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
COOPER,"Thank you, Mayor. Senator Klobuchar? Senator Klobuchar?",Westerville-OH,0,0,2,0,7.0,1,0.0,12.015,0,0,0,0,7,3,2.3333333333333335,0.4714045207910317,55
COOPER,(CROSSTALK),Westerville-OH,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
KLOBUCHAR,"Thank you. You know, this isn't a flyover part of the country to me. The heartland is where I live. And I want to win those states that we lost last time, and I have bold ideas to get us there. And I think just because they're different than Elizabeth's doesn't mean they're bold.",Westerville-OH,0,0,0,0,54.19867496665186,3,1.0,5.0625,4,1,1,0,54,5,10.8,6.493073232299171,280
KLOBUCHAR,"But we can't get any of this done on climate change or immigration reform unless they win. And what I have done is win and the only one up here, time and time again, the reddest of red districts, Michele Bachmann's, I -- I won that district three times, rural districts that border Iowa and North and South Dakota. And I do it by going not just where it's comfortable but where it's uncomfortable.",Westerville-OH,0,0,0,0,61.06133176654916,12,0.0,9.9575,4,1,0,1,74,3,24.666666666666668,12.283683848458853,397
KLOBUCHAR,"And that is why I have been in Pennsylvania and in Michigan and in Wisconsin and all over Ohio and in Iowa, because I think we need to build a blue Democratic wall around those states and make Donald Trump pay for it.",Westerville-OH,0,0,0,1,46.013210364514705,5,0.0,15.3525,2,1,0,0,43,1,43.0,0.0,217
COOPER,"Thank you. Senator Warren, she referenced you, so you can respond.",Westerville-OH,0,0,1,0,16.940000000000005,4,1.3333333333333333,8.76,0,0,1,1,11,2,5.5,3.5,66
WARREN,"Now, people who are struggling to pay health care are fighting today. People who are getting crushed by student loans are in a fight today. People who are getting stopped by the police or paid less because of the color of their skin are in a fight today.",Westerville-OH,0,0,0,0,29.891891891891895,3,5.5,6.5649999999999995,0,0,0,1,48,3,16.0,4.96655480858378,254
WARREN,"And anyone who doesn't understand that Americans are already in these fights is not someone who is likely to win them. For me, this is about knowing what's broken, knowing how to fix it, and, yes, I'm willing to get out there and fight for it.",Westerville-OH,0,0,0,0,67.22800000000001,2,0.0,8.9525,0,0,0,0,46,2,23.0,2.0,243
COOPER,Senator Sanders...,Westerville-OH,0,0,1,0,2.0,1,0.0,14.8,0,0,0,0,2,1,2.0,0.0,18
BUTTIGIEG,"There's a missing people, and that is...",Westerville-OH,0,0,0,0,8.0,1,0.0,3.5925000000000002,0,0,0,0,7,1,7.0,0.0,40
BUTTIGIEG,(CROSSTALK),Westerville-OH,0,1,0,0,1.0,0,0.0,8.649999999999999,0,0,0,0,1,1,1.0,0.0,11
COOPER,"Senator Sanders, why is your approach more likely to beat President Trump?",Westerville-OH,0,0,1,1,12.0,3,0.0,9.717500000000001,0,0,1,0,12,1,12.0,0.0,74
SANDERS,I'll tell you why.,Westerville-OH,0,0,0,0,5.0,0,1.0,-1.7399999999999998,0,0,1,0,4,1,4.0,0.0,18
COOPER,Please respond.,Westerville-OH,0,0,0,0,2.0,1,0.5,5.825,0,0,0,0,2,1,2.0,0.0,15
SANDERS,And here's the radical reason why. It's what the American people want.,Westerville-OH,0,0,0,0,27.439999999999994,1,0.0,5.165,0,0,0,0,12,2,6.0,0.0,70
WARREN,Yes.,Westerville-OH,0,0,0,0,1.0,0,0.0,-8.3275,0,0,0,0,1,1,1.0,0.0,4
SANDERS,"All right, the American people do not want tax breaks for billionaires. They want the rich to start paying their fair share of taxes. A poll came out yesterday, 71 percent of Democrats support Medicare for all. The people of this country understand that we've got to make public colleges and universities tuition-free. And more and more Americans, including Republicans, understand we need bold action if we're going to save this planet for our children and our grandchildren.",Westerville-OH,0,0,0,0,87.374,14,5.5,9.6725,0,3,0,2,78,5,15.6,4.923413450036469,476
SANDERS,"The way you win an election in this time in history is not the same old, same old. You have to inspire people. You have to excite people. You've got to bring working people and young people and poor people into the political process...",Westerville-OH,0,0,0,0,23.669354838709676,5,1.0,5.222499999999999,0,0,3,0,44,4,11.0,6.041522986797286,235
COOPER,Thank you. Thank you.,Westerville-OH,0,0,0,0,4.0,0,0.0,0.2750000000000001,0,0,0,0,4,2,2.0,0.0,21
SANDERS,"... because they know you stand for them, not corporate America.",Westerville-OH,0,0,0,0,10.0,1,0.0,8.465,0,0,1,1,11,1,11.0,0.0,64
SANDERS,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
COOPER,"Congressman O'Rourke, is political revolution what the American people want? Your response.",Westerville-OH,0,0,1,0,13.0,4,0.0,15.5125,0,0,1,0,12,2,6.0,4.0,91
O'ROURKE,"There was some talk about getting big things done. When I was first elected to Congress, I found that El Paso, Texas, had the worst wait times in the country to see a mental health care provider at the V.A. I don't know how sensational or exciting that was to everyone in the country or even most people in El Paso, but it was important to those veterans who I serve.",Westerville-OH,0,0,0,0,67.14241605839416,6,4.0,9.067499999999999,4,0,0,0,71,3,23.666666666666668,10.370899457402697,367
O'ROURKE,"So we set about turning around the V.A., hiring up the psychiatrists and psychologists and therapists to take care of those women and men who had put their lives on the line for this country. And we were able to do that, and we took what we learned, and we applied it to a national law as a member of the minority working with Republicans and Democrats alike to expand mental health care access for veterans nationally.",Westerville-OH,0,0,0,0,81.12,15,1.0,15.715,0,5,0,1,77,2,38.5,3.5,419
O'ROURKE,"And then in Texas, one of what was thought to be the reddest states in the country, going to every single county...",Westerville-OH,0,0,0,0,45.17333333333334,1,0.0,8.252500000000001,0,0,0,0,22,1,22.0,0.0,115
COOPER,"Thank you, Congressman.",Westerville-OH,0,0,0,0,3.0,1,0.0,11.07,0,0,0,0,3,1,3.0,0.0,23
O'ROURKE,"... talking about this progressive agenda, and winning more votes than any Democrat has ever won, that's the way that we defeat Donald Trump in November of 2020.",Westerville-OH,0,0,0,1,204.11999999999972,6,0.0,12.365,0,1,0,0,28,1,28.0,0.0,161
COOPER,"Congressman O'Rourke, thank you. We have to take a quick break. The CNN-New York Times debate live from Ohio will continue right after this.",Westerville-OH,0,0,1,0,25.0,3,4.666666666666667,5.56,0,1,0,0,24,3,8.0,3.7416573867739413,140
COOPER,(COMMERCIAL BREAK),Westerville-OH,0,0,0,0,2.0,1,0.0,15.524999999999999,0,0,0,0,2,1,2.0,0.0,18
COOPER,We are back with the CNN-New York Times Democratic presidential debate. We have time for one more question that we would like all of you to weigh in on.,Westerville-OH,0,0,0,0,117.73999999999997,3,0.0,6.2675,0,3,1,0,29,2,14.5,3.5,152
COOPER,"Last week, Ellen DeGeneres was criticized after she and former President George W. Bush were seen laughing together at a football game. Ellen defended their friendship, saying, we're all different and I think that we've forgotten that that's OK that we're all different.",Westerville-OH,0,0,0,0,50.34613888888889,7,2.3333333333333335,9.61,1,0,0,2,43,2,21.5,0.5,270
COOPER,"So in that spirit, we'd like you to tell us about a friendship that you've had that would surprise us and what impact it's had on you and your beliefs.",Westerville-OH,0,0,0,0,43.56,2,0.0,10.2325,0,0,3,0,30,1,30.0,0.0,151
COOPER,"Secretary Castro, let's begin with you.",Westerville-OH,0,0,1,0,7.0,2,1.5,8.330000000000002,0,0,0,0,6,1,6.0,0.0,39
CASTRO,"Well, first of all, thank you to Marc, thank you, Anderson, and thank you, Erin, and CNN, and New York Times and everybody who is here tonight.",Westerville-OH,0,0,0,0,22.21276595744681,1,3.0,9.725,0,0,1,0,27,1,27.0,0.0,143
CASTRO,"You know, some of the most interesting friendships that I've had have been with people different from me, either people older than me that had a lot to teach me, or people who grew up very different from me. Also, teachers, as I was growing up, people that had a life experience that when I was growing up was beyond mine.",Westerville-OH,0,0,0,0,41.629451983116475,6,0.5,11.785,2,0,1,0,61,2,30.5,8.5,322
CASTRO,"And sometimes also -- and this goes to the heart of your question, I think -- people who thought differently from me, folks that I considered and have considered friends, and I think that there's a value to that. I think that that should be reflected more in our public life.",Westerville-OH,0,0,0,0,34.00837988826816,3,2.3333333333333335,10.607500000000002,4,1,1,0,51,2,25.5,13.5,275
CASTRO,"I also believe, to just speak about the incident last week with Ellen and George W. Bush, I completely understood what she was saying about being kind to others. I believe that we should be more kind to other folks.",Westerville-OH,0,0,0,0,63.999999999999986,5,7.333333333333333,6.470000000000001,3,1,0,1,40,2,20.0,9.0,215
CASTRO,"I also believe that we should hold people to account for what they've done, especially public servants who have a record of having done something or not done something. And I think that we can do both of those things. I think that we can be kind to people and also hold them accountable for their actions.",Westerville-OH,0,0,0,0,58.0,4,1.25,8.11,3,3,0,1,57,3,19.0,7.483314773547883,305
CASTRO,"And there are people, whether it's our former president, George W. Bush, or others that should be held accountable. Just as we should be kind, we shouldn't be made to feel shameful about holding people accountable for what they've done.",Westerville-OH,0,0,0,0,86.28666666666666,6,5.5,7.425000000000001,0,3,0,0,40,2,20.0,1.0,236
COOPER,Congresswoman Gabbard?,Westerville-OH,0,0,1,0,2.0,2,0.0,24.45,0,0,0,0,2,1,2.0,0.0,22
GABBARD,"Thank you. You know, where I come from in Hawaii, many of you know, we greet each other with ""aloha."" It's not a word that means hello and goodbye. It actually means something much more powerful than that. It means I come to you with respect and a recognition that we're all connected, we're all brothers and sisters, we're all God's children.",Westerville-OH,0,0,0,0,22.333333333333332,7,4.5,7.2325,2,1,3,0,62,5,12.6,7.631513611335566,343
GABBARD,"So I've developed friendships that some people may be surprised about within the Washington circles, especially, with Republicans, like Trey Gowdy, for example. He and I disagree a lot and very strongly on a lot of political issues. We've developed a friendship that's based on respect. And he's been there for me during some personally challenging times.",Westerville-OH,0,0,0,0,74.42,16,2.0,10.497499999999999,1,0,0,1,57,4,14.25,5.629165124598851,355
GABBARD,"The challenge before us today is that our country is very divided. Donald Trump must be defeated. But we must do more than just defeat Donald Trump. We need to deliver a win for the American people. We must stand united as Americans, remembering that we are all brothers and sisters, that we are all connected. This is the kind of leadership that I seek to bring as president, inspired by the example of presidents like Abraham Lincoln, who talked about how we should have malice for none and charity for all.",Westerville-OH,0,0,0,2,84.38410596026489,19,1.75,8.305,1,7,0,0,92,6,15.333333333333334,10.126971687308874,509
GABBARD,"When I look out at our country, I don't see deplorables, I see fellow Americans, people who I treat with respect, even when we disagree and when we disagree strongly. I will work to restore a White House that represents light and compassion and respect for every American regardless of race, religion, orientation, gender, or political affiliation.",Westerville-OH,0,0,0,0,64.74425120772948,14,5.666666666666667,14.98,5,3,0,0,57,2,28.5,1.5,348
GABBARD,"So I want to ask everyone to join me. Join me in bringing about this government of, by, and for the people that serves all the people of this country. You can visit my website, tulsi2020.com, for more information.",Westerville-OH,0,0,0,0,56.000000000000014,4,1.0,6.2725,2,0,1,0,39,3,13.0,5.656854249492381,213
COOPER,"Thank you, Congresswoman.",Westerville-OH,0,0,0,0,3.0,1,0.0,13.739999999999998,0,0,0,0,3,1,3.0,0.0,25
COOPER,Senator Klobuchar?,Westerville-OH,0,0,1,0,2.0,1,0.0,16.25,0,0,0,0,2,1,2.0,0.0,18
KLOBUCHAR,"For me, it's John McCain, and I miss him every day. I traveled all over the world with him. And he would sometimes, when we were seated with world leaders, and they would look away from me, he'd say, ""Senator Klobuchar is the lead Democrat on this trip, and she will go next.""",Westerville-OH,0,0,1,0,77.00000000000003,6,0.5,6.504999999999999,2,1,0,4,53,3,17.666666666666668,11.61416759345623,276
KLOBUCHAR,"And I still remember being there at his ranch. John and I went to visit him and Cindy when he was dying. And he pointed to some words in his book, because he could hardly talk. And the words says this: ""There is nothing more liberating in life than fighting for a cause larger than yourself.""",Westerville-OH,0,0,0,0,67.5446153846154,4,2.2,5.715,2,0,0,6,56,4,14.0,3.9370039370059056,292
KLOBUCHAR,"That's what we're doing right now. And while we have had major debates about policy, we have to remember that what unites us is so much bigger than what divides us. And we have to remember that our job is to not just change policy, but to change the tone in our politics, to look up from our phones, to look at each other, to start talking to each other, because the way we win -- and not just win the presidency, but take back the U.S. Senate -- is by winning big.",Westerville-OH,0,0,0,0,38.66972492368258,9,0.0,8.495,0,7,0,0,93,3,31.0,23.25224003546038,465
KLOBUCHAR,"And the way we win big is with that fired up Democratic base that's out there today, but it is also about bringing in independents and moderate Republicans. I can lead this. And I ask you to join me because I've done it before and I will do it again, amyklobuchar.com. Join our team. Thank you.",Westerville-OH,0,0,0,0,81.22333333333333,6,0.8,6.3025,3,2,1,0,56,5,11.2,10.457533169921097,294
COOPER,"Senator, thank you very much.",Westerville-OH,0,0,0,0,5.0,1,1.0,5.615,0,0,1,0,5,1,5.0,0.0,29
COOPER,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
COOPER,"Mr. Steyer, tell us about your most surprising friendship.",Westerville-OH,0,0,1,0,9.0,2,1.5,8.24,0,0,1,0,9,1,9.0,0.0,58
STEYER,"So I'm friends with a woman from Denmark, South Carolina, named Deanna Berry, who's fighting for clean water and environmental justice in her community. She's a different gender. She's a different race. She's from a different part of the country. But she reminds me of my parents in terms of her courage and her optimism and her honor.",Westerville-OH,0,0,0,0,29.773026315789473,11,1.0,7.234999999999999,1,0,0,5,58,5,11.6,8.039900496896713,335
STEYER,"My mother was a schoolteacher in the New York Public Schools and in the Brooklyn House of Detention. My father was the first generation in his family to go to college. My grandfather was a plumber. He interrupted his law degree to go into the Navy in World War II and he ended up prosecuting the Nazis at Nuremberg. And when I asked him what that experience meant, he said, when you see something wrong in your society, you fight it from the first day and every single day after.",Westerville-OH,0,0,0,0,72.28346456692914,11,4.0,8.2225,4,0,3,6,90,5,18.0,8.809086218218097,479
STEYER,"And that's why I started the Need to Impeach movement two years ago, because there was something terribly wrong at 1600 Pennsylvania Avenue. And over 10 years ago, I saw that there was a terrible threat to the safety and health of every American in terms of the climate crisis. And I've been fighting those companies with the help of the American people ever since successfully, and that's why I'm running for the president, because our government has failed, it's been bought by corporations, and it's absolutely essential to return power to the people.",Westerville-OH,0,0,0,0,55.46385763413576,14,3.6666666666666665,14.580000000000002,2,1,0,0,94,3,31.333333333333332,9.104333522498443,554
STEYER,"I have been doing exactly what my parents taught me to do, which is to take on the biggest problems in America directly and fight for them every single day.",Westerville-OH,0,0,0,0,252.00000000000009,6,1.5,12.0675,2,0,0,0,30,1,30.0,0.0,156
COOPER,"Thank you, Mr. Steyer.",Westerville-OH,0,0,1,0,4.0,1,0.0,1.4500000000000002,0,0,0,0,4,1,4.0,0.0,22
COOPER,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
COOPER,Congressman O'Rourke?,Westerville-OH,0,0,1,0,3.0,1,0.0,19.474999999999998,0,0,0,0,2,1,2.0,0.0,21
O'ROURKE,"I've always tried to bring people in to the solutions that we have to our common challenges, regardless of the differences. I did that as a small-business owner more than 20 years ago, making sure that we could get a small tech company off the ground in El Paso, Texas.",Westerville-OH,0,0,0,0,70.00000000000001,6,1.5,10.355,1,3,0,0,50,2,25.0,4.0,269
O'ROURKE,"Did it as a member of the City Council, where I saw my colleagues not as Republicans or Democrats, but my fellow El Pasoans who had a responsibility to deliver for our community.",Westerville-OH,0,0,0,0,101.63999999999999,7,0.0,14.344999999999999,3,1,0,0,33,1,33.0,0.0,178
O'ROURKE,"As a member of Congress, I remember being in San Antonio. I was visiting the V.A. there, March of 2017. Found that my flight had been snowed in, in Washington, D.C. I happened to be in the elevator with a Republican member of Congress, Will Hurd. And on a whim, I said, do you want to just rent a car and drive from San Antonio to Washington?",Westerville-OH,0,0,0,0,68.0,7,3.5,6.0,5,0,1,0,67,5,13.4,4.498888751680798,342
O'ROURKE,"And he called my bluff. We got in that Chevy Impala, last car on the lot. It was spring break. Drove 1,600 miles across the country. Live streamed the conversation, a Republican and a Democrat finding out what we had in common.",Westerville-OH,0,0,0,0,78.44666666666666,6,0.8,4.275,1,2,0,1,42,5,8.4,4.498888751680798,227
O'ROURKE,"By the end of that trip, not only had we formed a friendship, but we had formed trust. We worked with each other on each other's bills. I got Will to work with me on an immigration bill, showing party leaders from either side that Republicans and Democrats could work together on an otherwise contentious issue.",Westerville-OH,0,0,0,0,75.81000000000002,7,3.25,8.76,1,3,0,0,56,3,18.666666666666668,8.178562764256865,311
O'ROURKE,"And then across Texas, I mentioned winning more votes than any Democrat. We won independents and Republicans in record numbers, as well. I will bring people in and together to face the common challenges that we have and to make sure that America rises to this opportunity.",Westerville-OH,0,0,0,0,68.72444444444443,10,2.25,8.9525,2,2,0,0,47,3,15.666666666666666,6.649979114420002,272
COOPER,"Senator Booker, tell us about your most surprising friendship.",Westerville-OH,0,0,1,0,9.0,3,1.5,11.565000000000001,0,0,1,0,9,1,9.0,0.0,62
BOOKER,"Well, look, I have so many, I don't even know where to count. I was the mayor of a large city with a Republican governor. He and I had to form a friendship, even though I can write a dissertation on our disagreements. When I got to the United States Senate, I went there with the purpose of making friendships across the aisle.",Westerville-OH,0,0,0,0,67.46352941176471,7,7.666666666666667,6.7425,7,1,0,1,63,4,15.75,3.344772040064913,327
BOOKER,"I go to Bible study in Chairman Inhofe's office. He and I pass legislation together to help homeless and foster kids. I went out to try to invite every one of my Republican colleagues to dinner. And let me again say, finding a dinner at a restaurant, agreeing on one with Ted Cruz was a very difficult thing. I'm a vegan, and he's a meat-eating Texan.",Westerville-OH,0,0,0,0,74.05999999999999,14,1.2,6.325,4,0,0,1,66,5,13.2,5.035871324805669,351
BOOKER,"But I'll tell you this right now, this is the moment in America that this is our test. The spirit of our country, I believe in the values of rugged individualism and self-reliance, but think about our history. Rugged individualism didn't get us to the Moon. It didn't beat the Nazis. It didn't map the human genome. It didn't beat Jim Crow. Everything we did in this country big.",Westerville-OH,0,0,0,0,37.0,4,3.2,5.0249999999999995,1,4,1,0,69,7,9.857142857142858,5.890150893739515,379
BOOKER,"And, Vice President, we have done so many big things. The fact that there's an openly gay man, a black woman, all of us on the stage are because we in the past are all inheritors of a legacy of common struggle and common purpose.",Westerville-OH,0,0,0,0,59.24800000000001,7,3.5,8.615,0,2,0,0,45,2,22.5,12.5,229
BOOKER,"This election is not a referendum on one guy in one office. It's a referendum on who we are and who we must be to each other. The next leader is going to have to be one amongst us Democrats that can unite us all, not throw elbows at other Democrats that are unfair, because the preparation is being the leader that can revive civic of grace in our country, teach us a more courageous empathy, and remind America that patriotism is love of country, and you cannot love your country unless you love your fellow countrymen and women.",Westerville-OH,0,0,0,0,37.5,9,2.0,13.175,0,3,4,0,99,3,33.0,27.60434748368452,530
BOOKER,"And love is not sentimentality. It's not anemic. Love is struggle. Love is sacrifice. Love is the words of our founders who said at the end of the Declaration of Independence that if we're ever going to make it as a nation, we must mutually pledge to each other...",Westerville-OH,0,0,0,0,40.88095238095238,8,0.0,5.65,0,2,0,0,49,5,9.8,12.6237870704476,264
COOPER,Thank you.,Westerville-OH,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
BOOKER,"... our lives, our fortunes, and our sacred honor. I am running for president to restore that sacred honor.",Westerville-OH,0,0,0,0,17.436774193548388,4,1.0,6.5775,1,3,0,0,19,2,9.5,0.5,107
COOPER,Thank you.,Westerville-OH,0,0,0,0,2.0,0,0.0,-2.2275,0,0,0,0,2,1,2.0,0.0,10
BOOKER,"And if you believe in that like I do, please join me by going to corybooker.com. Thank you.",Westerville-OH,0,0,0,0,101.07999999999991,1,3.6666666666666665,7.0275,1,0,1,0,18,2,9.0,7.0,91
BOOKER,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
COOPER,"Thank you, Senator. Mr. Yang?",Westerville-OH,0,0,1,0,5.0,1,0.0,5.035,0,0,0,0,5,2,2.5,0.5,29
YANG,"First, I want to thank all the voters tuned in at home. And if you don't feel like you answered your -- you got your question answered tonight, it's understandable. There are 12 of us.",Westerville-OH,0,0,0,0,85.74999999999997,3,5.0,4.8275,1,0,5,0,35,3,11.666666666666666,5.312459150169743,184
YANG,"I'm going to be answering voter questions for 10 straight hours this Friday. My web site, yang2020.com. And if you ask your question tonight, there's a better chance I'll get to it.",Westerville-OH,0,0,0,0,171.49999999999994,3,1.0,5.635,1,0,2,0,32,3,10.666666666666666,4.784233364802441,181
YANG,"My surprising friendship, it's been so much fun running for president, because I've gotten to meet so many Americans I never would have gotten to meet otherwise. The friendship that sticks out for me is a guy named Fred, who's an avid Trump supporter, a trucker. He let me ride in his truck for hours. He spent some time in jail. I heard about his experiences trying to get other people off of drugs.",Westerville-OH,0,0,0,1,103.75750000000002,8,0.75,6.9399999999999995,3,0,0,4,74,5,14.8,7.493997598078078,400
YANG,"And I'm happy to say that, after our ride together, he actually said that he would move from Donald Trump to my campaign, which was a thrill for me. And we remained in touch ever since.",Westerville-OH,0,0,0,1,95.83,4,1.0,6.9825,1,2,0,2,36,2,18.0,11.0,185
YANG,"The truth is that what happened to the 4 million manufacturing workers here in Ohio and Michigan and Pennsylvania and Wisconsin and Iowa did not care about our political party. The fourth industrial revolution is now migrating from manufacturing workers to retail, call centers, transportation, as well as to white-collar workers like attorneys, pharmacists, and radiologists. It does not care about our party.",Westerville-OH,0,0,0,0,62.0,16,3.0,14.275,0,2,0,0,63,3,21.0,10.03327796219494,410
YANG,"Donald Trump had a set of solutions in 2016. What did he say? He said we're going to build a wall, we're going to turn the clock back, we're going to bring the old jobs back. America, we have to do the opposite of all of these things. We have to turn the clock forward. We have to accelerate our economy and society as quickly as possible. We have to evolve in the way we think about ourselves and our work and our value. It is not left. It is not right. It is forward. And that is where we must take the country in 2020.",Westerville-OH,0,0,0,1,24.150426433047112,6,1.75,3.245,0,10,0,2,106,11,9.636363636363637,5.973771874889695,521
YANG,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
COOPER,"Mr. Yang, thank you very much. Senator Harris?",Westerville-OH,0,0,2,0,8.0,2,1.5,5.914999999999999,0,0,1,0,8,2,4.0,2.0,46
HARRIS,"Thank you. Probably Rand Paul. He and I -- actually, I invited him to join me on a bill to end the money bail system in the United States. He and I agree on almost nothing, but we agree on that. And after we joined forces, he said to me, ""Kamala, you know, Appalachia loves this."" And it really made the point that the vast majority of us have so much more in common than what separates us.",Westerville-OH,0,0,0,0,70.20146341463416,9,3.3333333333333335,6.192500000000001,3,2,1,4,78,6,13.0,8.445906306213285,390
HARRIS,"And I guess that's why I'm running. I do believe that to beat Donald Trump, but also to heal our country, we need a leader who has the ability to unify our country and see that the vast majority of us have so much more in common than what separates us.",Westerville-OH,0,0,0,1,71.5018181818182,6,6.333333333333333,9.385,2,3,0,0,51,2,25.5,18.5,252
HARRIS,"And I'll tell you, my mother was 19 when she left India alone. And she wanted to travel to learn science because her mission in life was to cure cancer. And so she arrived in California. She got -- you know, she was supposed to have an arranged marriage, but she got involved in the civil rights movement, she met my father, and that produced my sister and me. They got married. But when I was five, that marriage ended.",Westerville-OH,0,0,0,0,48.33377467501205,14,3.5714285714285716,5.494999999999999,4,0,1,9,80,6,13.333333333333334,9.910712498212337,420
HARRIS,"But my mother convinced us that we could do anything. And so I became the first woman attorney general of California, the second black woman elected to the United States Senate, and I will tell you, that's part of why I'm running, because Donald Trump, if he had his way, my story would not be possible. And I am running to make sure that that dream, the American dream, American values, American ideas will always hold true.",Westerville-OH,0,0,0,1,66.72866666666667,7,2.25,10.817499999999999,5,1,0,2,77,3,25.666666666666668,15.062831370260005,425
HARRIS,And so that's what is at stake in this election. And I believe I am uniquely able to see the commonalities among us and to speak the story of the American dream and the need to reclaim it.,Westerville-OH,0,0,0,0,37.62022727272728,4,1.0,6.9825,2,0,0,0,38,2,19.0,9.0,188
HARRIS,(APPLAUSE),Westerville-OH,1,0,0,0,1.0,1,0.0,9.0,0,0,0,0,1,1,1.0,0.0,10
