,segment,speaker,debate,segment_length,mtld,n_difficult_words,n_opponent_mentions,n_words_before_main_verb,readability,person_1sg,person_1pl,person_2,person_3
4006,"So what I said is, "" I would re-look at it."" We are going to re- look at it and I will support stronger provisions.
",sanders,charleston_2016_01_17,116,40.320000000000014,2,0,6,3.9574999999999996,6,1,0,0
4007,"Secretary Clinton, would you like to respond to Senator Sanders.
",holt,charleston_2016_01_17,65,28.000000000000007,4,0,5,10.715,0,0,1,0
4008,"Yes look, I have made it clear based on Senator Sanders' own record that he has voted with the NRA, with the gun lobby numerous times. He voted against the Brady Bill five times. He voted for what we call, the Charleston Loophole. He voted for immunity from gunmakers and sellers which the NRA said, ""was the most important piece of gun legislation in 20 years. ""
",clinton,charleston_2016_01_17,364,69.46875,10,0,8,7.895,5,1,0,4
4009,"He voted to let guns go onto the Amtrak, guns go into National Parks. He voted against doing research to figure out how we can save lives. Let's not forget what this is about, 90 people a day die from gun violence in our country. That's 33,000 people a year.
",clinton,charleston_2016_01_17,259,77.77777777777776,7,0,2,5.2375,3,2,0,2
4010,"One of the most horrific examples not a block from here where we had nine people murdered. Now, I am pleased to hear that Senator Sanders has reversed his position on immunity and I look forward to him joining with those members of congress who have already introduced legislation. There is no other industry in America that was given the total pass that the gun makers and dealers were and that needs to be reversed.
",clinton,charleston_2016_01_17,418,131.24999999999997,16,0,2,12.04,7,2,0,5
4011,"All right, Governor O'Malley, you signed tough gun control measures as governor of Maryland and there are a lot Democrats in the audience here in South Carolina who own guns. This conversation might be worrying many of them. They may be hearing, ""you want to take my guns. What would you say to them?
",holt,charleston_2016_01_17,301,94.1111111111111,9,0,21,7.69,3,0,3,4
4012,"This is what I would say Lester, look see, I've listened to Secretary Clinton and Senator Sanders go back and forth on which of them has the most inconsistent record on gun safety legislation and I would have to agree with both of them. They've both been inconsistent when it comes to this issue.
",o'malley,charleston_2016_01_17,297,62.720000000000006,7,0,13,11.512500000000001,8,0,0,1
4013,"I'm the one candidate on this stage that actually brought people together to pass comprehensive gun safety legislation. This is very personal to me being from Baltimore. I will never forget one occasion visiting a little boy in Johns' Hopkins Hospital, he was getting a birthday haircut, the age of three when drug dealers turned that barbershop into a shooting gallery and that boy's head was pierced with a bullet. And I remember visiting him, it did not kill him - I remember visiting him and his mother in Johns Hopkins Hospital. He was getting a birthday haircut, the age of three when drug dealers turned that barbershop into a shooting gallery, and that boys head was pierced with a bullet.
",o'malley,charleston_2016_01_17,698,83.4604406372487,12,0,33,11.92,10,0,0,8
4014,"And, I remember visiting him, it did not kill him. I remember visiting him and his mother in Johns Hopkins Hospital. In his diapers with tubes running in and out of his head, same age as my little boy.
",o'malley,charleston_2016_01_17,202,31.06026058631922,3,0,11,5.8675,7,0,0,7
4015,"So, after the slaughter of the kids in Connecticut last year, we brought people together. We did pass in our state comprehensive gun safety legislation. It did have a ban on combat assault weapons, universal background checks, and you know what? We did not interrupt a single person's hunting season.
",o'malley,charleston_2016_01_17,301,104.04000000000003,10,0,19,8.655,4,5,1,0
4016,"I've never met a self respecting deer hunter that needed an AR-15 to down a deer. And, so...[applause]...we're able to actually do these things.
",o'malley,charleston_2016_01_17,145,73.17333333333337,4,0,3,7.24,1,1,0,0
4017,"Alright, Governor, thank you.
",holt,charleston_2016_01_17,30,4.0,2,0,4,10.7,0,0,1,0
4018,"Secretary Clinton, this is a community that has suffered a lot of heartache in the last year. Of course, as you mentioned, the church shootings. We won't forget the video of Walter Scott being shot in the back while running from police.
",holt,charleston_2016_01_17,237,73.96000000000002,7,0,3,7.1325,3,1,1,1
4019,"We understand that a jury will decide whether that police officer was justified, but it plays straight to the fears of many African American men that their lives are cheap. Is that perception, or in your view, is it reality?
",holt,charleston_2016_01_17,225,89.60000000000001,4,0,1,9.7975,5,1,2,1
4020,"Well, sadly it's reality, and it has been heartbreaking, and incredibly outraging to see the constant stories of young men like Walter Scott, as you said, who have been killed by police officers. Their needs to be a concerted effort to address the systemic racism in our criminal justice system.
",clinton,charleston_2016_01_17,296,121.37999999999998,14,0,0,13.135,4,2,2,2
4021,"And, that requires a very clear, agenda for retraining police officers, looking at ways to end racial profiling, finding more ways to really bring the disparities that stalk our country into high relief.
",clinton,charleston_2016_01_17,204,101.63999999999999,9,0,3,16.6275,1,1,0,0
4022,"One out of three African American men may well end up going to prison. That's the statistic. I want people hear to think what we would be doing if it was one out of three white men, and very often, the black men are arrested, convicted and incarcerated ...[applause]...for offensive that do not lead to the same results for white men.
",clinton,charleston_2016_01_17,335,74.088,8,0,10,8.9675,4,2,0,1
4023,"So, we have a very serious problem that we can no longer ignore.
",clinton,charleston_2016_01_17,65,47.320000000000036,3,0,0,5.487500000000001,1,2,0,0
4024,"You time is up.
",holt,charleston_2016_01_17,16,4.0,0,0,0,-2.6774999999999998,1,0,1,0
4025,"Senator Sanders, my next question is...
",holt,charleston_2016_01_17,40,6.0,1,0,0,7.93,2,0,0,0
4026,"...Well, I — look...
",sanders,charleston_2016_01_17,21,3.0,0,0,4,-1.54,1,1,0,0
4027,"... It's actually — actually my next question is to you...
",holt,charleston_2016_01_17,59,28.000000000000007,1,0,0,7.449999999999999,3,0,1,0
4028,"... Let me respond to what the secretary said. We have a criminal justice system which is broken. Who in America is satisfied that we have more people in jail than any other country on Earth, including China? Disproportionately African American, and Latino. Who is satisfied that 51% of African American young people are either unemployed, or underemployed? Who is satisfied that millions of people have police records for possessing marijuana when the CEO's of Wall Street companies who destroyed our economy have no police records. [applause]
",sanders,charleston_2016_01_17,545,75.4607843137255,18,0,0,10.66,7,3,1,0
4029,"Senator Sanders...
",holt,charleston_2016_01_17,19,2.0,1,0,0,17.599999999999998,0,0,0,0
4030,"... We need to take a very hard look at our...
",sanders,charleston_2016_01_17,47,10.0,0,0,2,1.3775,0,2,0,0
4031,"Senator. Senator Sanders...
",holt,charleston_2016_01_17,28,3.0,1,0,0,17.444999999999997,0,0,0,0
4032,"... criminal justice system, investing in jobs, and education not in jails and incarceration .
",sanders,charleston_2016_01_17,95,23.660000000000004,6,0,0,15.6525,4,0,0,0
4033,"... Just over a week ago the chairman of the Congressional Black Caucus endorsed Secretary Clinton, not you. He said that choosing her over you was not a hard decision. In fact, our polling shows she's beating you more than two to one among minority voters. How can you be the nominee if you don't have that support?
",holt,charleston_2016_01_17,317,97.46800000000002,12,0,19,7.6000000000000005,2,2,5,4
4034,"Well, let me talk about polling. [laughter] As Secretary Clinton well knows, when this campaign began she was 50 points ahead of me. We were all of three percentage points. Guess what?
",sanders,charleston_2016_01_17,185,67.27000000000001,5,0,6,8.2425,0,4,0,1
4035,"In Iowa, New Hampshire, the race is very, very close. Maybe we're ahead New Hampshire. [cheering]
",sanders,charleston_2016_01_17,98,26.97333333333333,2,0,1,4.8625,3,1,0,0
4036,"In terms of polling, guess what? We are running ahead of Secretary Clinton. In terms of taking on my taking on my good friend, Donald Trump, beating him by 19 points in New Hampshire, 13 points in the last national poll that we saw.
",sanders,charleston_2016_01_17,233,38.120959852330415,5,1,22,6.4399999999999995,6,2,0,1
4037,"To answer your question. When the African American community becomes familiar with my Congressional record and with our agenda, and with our views on the economy, and criminal justice — just as the general population has become more supportive, so will the African American community, so will the Latino community. We have the momentum, we're on a path to a victory. [applause and cheering]
",sanders,charleston_2016_01_17,391,52.059701492537314,14,0,1,12.787499999999998,1,4,2,0
4038,"Lester, I [inaudible]
",o'malley,charleston_2016_01_17,22,3.0,1,0,0,9.7375,2,0,0,0
4039,"Governor, I'm going to come to you in a second.
",holt,charleston_2016_01_17,48,33.879999999999995,1,0,4,4.205,2,0,1,0
4040,"Google searches for the words, ""Black Lives Matter"" surpassed, ""civil rights movement"". And, here in South Carolina, ""black lives matter"" was the number one trending political issue.Governor O'Malley, you've campaigned on your record as governor of Maryland, and before that, the mayor of Baltimore. Last year, of course, Baltimore was rocked by violent unrest in the wake of the death of Freddie Gray.
",holt,charleston_2016_01_17,403,76.23,16,0,24,12.3225,3,0,3,2
4041,"And right from the start of your campaign, you've been dogged by those who blame your tough-on-crime, so-called zero tolerance policies as mayor for contributing to that unrest. What responsibility do you bear?
",holt,charleston_2016_01_17,211,161.83999999999997,7,0,16,10.877500000000001,0,0,6,0
4042,"Yes, let's talk about this. When I ran for mayor in 1999, Lester, it was not because our city was doing well. It was because we were burying over 300 young, poor black men every single year.
",o'malley,charleston_2016_01_17,191,90.71999999999997,2,0,2,4.42,4,4,1,0
4043,"And that's why I ran, because, yes, black lives matter. And we did a number of things. We weren't able to make our city immune from setbacks as the Freddie Gray unrest and tragic death showed.
",o'malley,charleston_2016_01_17,193,134.7733333333333,6,0,0,5.1049999999999995,2,4,0,0
4044,"But we were able to save a lot of lives doing things that actually worked to improve police and community relations. The truth of the matter is, we created a civilian review board. And many of these things are in the new agenda for criminal justice reform that I've put forward.
",o'malley,charleston_2016_01_17,279,75.71200000000002,10,0,0,8.6025,4,3,0,0
4045,"We created a civilian review board, gave them their own detectives. We required the reporting of discourtesy, use of excessive force, lethal force. I repealed the possession of marijuana as a crime in our state.
",o'malley,charleston_2016_01_17,212,57.166666666666686,10,0,3,9.4475,2,3,0,1
4046,"I drove our incarceration rate down to 20-year lows, and drove violent crime down to 30-year lows, and became the first governor south of the Mason-Dixon line to repeal the death penalty.
",o'malley,charleston_2016_01_17,188,26.838709677419356,6,0,1,14.585,2,1,0,0
4047,"I feel a responsibility every day to find things that work... [applause]
",o'malley,charleston_2016_01_17,73,12.0,2,0,1,8.602500000000001,1,0,0,0
4048,"All right. Let's talk...
",holt,charleston_2016_01_17,25,5.0,0,0,0,1.8125,0,0,0,0
4049,"... and to do more of them to reform our criminal justice system.
",o'malley,charleston_2016_01_17,66,40.319999999999986,4,0,0,6.6875,0,1,0,0
4050,"Let's talk more about policing and the criminal justice system. Senator Sanders, a few times tonight we're going to hear from some of the most prominent voices on YouTube, starting with Franchesca Ramsey, who tackles racial stereotypes through her videos. Let's watch.
",holt,charleston_2016_01_17,269,189.00000000000006,12,0,9,11.975,0,1,1,3
4051,"[begin video clip]
",holt,charleston_2016_01_17,19,3.0,0,0,0,3.0825,0,0,0,0
4052,"FRANCHESCA RAMSEY: Hey, I'm Franchesca Ramsey. I believe there's a huge conflict of interest when local prosecutors investigate cases of police violence within their own communities.
",holt,charleston_2016_01_17,183,39.40511627906976,11,0,1,13.5625,4,0,0,2
4053,"For example, last month, the officers involved in the case of 12- year-old Tamir Rice weren't indicted. How would your presidency ensure that incidents of police violence are investigated and prosecuted fairly?
",holt,charleston_2016_01_17,211,143.36,12,0,25,13.799999999999999,5,1,2,0
4054,"[end video clip]
",holt,charleston_2016_01_17,17,3.0,0,0,0,0.41,0,0,0,0
4055,"Senator Sanders.
",holt,charleston_2016_01_17,17,2.0,1,0,0,16.425,0,0,0,0
4056,"I apologize for not hearing all of that question.
",sanders,charleston_2016_01_17,50,9.0,1,0,1,6.2325,1,0,0,1
4057,"Would you like me to read it back to you?
",holt,charleston_2016_01_17,42,14.000000000000004,0,0,2,0.7225,1,0,2,0
4058,"Yes.
",sanders,charleston_2016_01_17,5,1.0,0,0,0,-5.6775,0,0,0,0
4059,"Prosecutors — ""I believe there's a huge conflict of interest when local prosecutors investigate cases of police violence within their communities. Most recently, we saw this with a non- indictment of the officers involved in the case of 12-year-old Tamir Rice. How would you presidency ensure incidents of police violence are investigated and prosecuted fairly?""
",holt,charleston_2016_01_17,363,94.1111111111111,19,0,12,14.329999999999998,8,1,1,1
4060,"Absolutely. This is a responsibility for the U.S. Justice Department to get involved. Whenever anybody in this country is killed while in police custody, it should automatically trigger a U.S. attorney general's investigation. [applause]
",sanders,charleston_2016_01_17,238,54.76000000000002,12,0,6,13.1025,7,0,0,0
4061,"Second of all, and I speak as a mayor who worked very closely and well with police officers, the vast majority of whom are honest, hard- working people trying to do a difficult job, but let us be clear.
",sanders,charleston_2016_01_17,203,141.9600000000001,6,0,0,14.94,1,1,0,0
4062,"If a police officer breaks the law, like any public official, that officer must be held accountable. [applause]
",sanders,charleston_2016_01_17,112,90.71999999999997,3,0,17,11.440000000000001,1,0,0,1
4063,"And thirdly, we have got to de-militarize our police departments so they don't look like occupying armies. We've got to move toward community policing.
",sanders,charleston_2016_01_17,152,63.09333333333332,6,0,7,10.540000000000001,0,3,0,1
4064,"And fourthly, we have got to make our police departments look like the communities they serve in their diversity. [applause]
",sanders,charleston_2016_01_17,125,20.0,5,0,5,12.725,1,2,0,2
4065,"Secretary Clinton, this question is for you. Tonight parts of America are in the grip of a deadly heroin epidemic, spanning race and class, hitting small towns and cities alike. It has become a major issue in this race.
",holt,charleston_2016_01_17,220,70.98,8,0,2,7.085,5,0,1,2
4066,"In a lot of places where you've been campaigning, despite an estimated trillion dollars spent, many say the war on drugs has failed. So what would you do?
",holt,charleston_2016_01_17,155,235.4800000000003,5,0,19,7.0875,1,0,2,0
4067,"Well, Lester, you're right. Everywhere I go to campaign, I'm meeting families who are affected by the drug problem that mostly is opioids and heroin now, and lives are being lost and children are being orphaned. And I've met a lot of grandparents who are now taking care of grandchildren.
",clinton,charleston_2016_01_17,289,55.959166666666675,8,0,11,8.77,4,1,1,2
4068,"So I have tried to come out with a comprehensive approach that, number one, does tell the states that we will work with you from the federal government putting more money, about a billion dollars a year, to help states have a different approach to dealing with this epidemic.
",clinton,charleston_2016_01_17,276,56.023333333333326,7,0,3,18.9875,1,1,1,1
4069,"The policing needs to change. Police officers must be equipped with the antidote to a heroin overdose or an opioid overdose, known as Narcan. They should be able to administer it. So should firefighters and others.
",clinton,charleston_2016_01_17,215,60.480000000000025,10,0,6,7.342499999999999,1,0,0,3
4070,"We have to move away from treating the use of drugs as a crime and instead, move it to where it belongs, as a health issue. And we need to divert more people from the criminal justice system into drug courts, into treatment, and recovery.
",clinton,charleston_2016_01_17,239,40.203947368421055,9,0,2,9.215,6,2,0,1
4071,"And that's time.
",holt,charleston_2016_01_17,17,4.0,0,0,0,0.41,0,0,0,0
4072,"So this is the kind of approach that we should take in dealing with what is now...
",clinton,charleston_2016_01_17,83,80.91999999999999,2,0,0,5.1575,3,1,0,0
4073,"Senator...
",holt,charleston_2016_01_17,11,1.0,1,0,0,23.125,0,0,0,0
4074,"... a growing epidemic.
",clinton,charleston_2016_01_17,24,3.0,2,0,0,11.0125,0,0,0,0
4075,"Senator Sanders, would you like to respond?
",holt,charleston_2016_01_17,44,7.0,2,0,5,7.42,0,0,1,0
4076,"Sure. I agree... [applause]
",sanders,charleston_2016_01_17,28,4.0,1,0,1,4.3125,1,0,0,0
4077,"I agree with everything the Secretary said, but let me just add this, there is a responsibility on the part of the pharmaceutical industry and the drug companies who are producing all of these drugs and not looking at the consequence of it.
",sanders,charleston_2016_01_17,241,73.96000000000002,8,0,0,18.6425,4,0,0,0
4078,"And second of all, when we talk about addiction being a disease, the Secretary is right, what that means is we need a revolution in this country in terms of mental health treatment. People should be able to get the treatment that they need when they need it, not two months from now, which is why I believe in universal...
",sanders,charleston_2016_01_17,323,72.00000000000003,7,0,0,12.107500000000002,8,2,0,3
4079,"That's...
",holt,charleston_2016_01_17,10,2.0,0,0,0,6.0975,0,0,0,0
4080,"... healthcare with mental health...
",sanders,charleston_2016_01_17,37,4.0,2,0,0,11.0375,0,0,0,2
4081,"... time.
",holt,charleston_2016_01_17,10,1.0,0,0,0,3.4725,0,0,0,0
4082,"... a part of that.
",sanders,charleston_2016_01_17,20,4.0,0,0,0,-0.9025,0,0,0,0
4083,"We're going to get into all that coming up.
",holt,charleston_2016_01_17,44,10.0,0,0,2,2.9175,1,1,0,0
4084,"Lester, just ten seconds.
",o'malley,charleston_2016_01_17,26,4.0,1,0,0,5.0625,0,0,0,0
4085,"But we're going to take a break and we need to take a break...
",holt,charleston_2016_01_17,63,15.0,0,0,3,3.0275,0,2,0,0
4086,"Just 10 seconds. All of the things...
",o'malley,charleston_2016_01_17,38,6.0,1,0,0,0.1775,0,0,0,0
4087,"... and when we come back, the anger brewing in America.
",holt,charleston_2016_01_17,57,10.0,1,0,0,5.025,1,1,0,0
4088,"[commercial break]
",holt,charleston_2016_01_17,19,2.0,1,0,0,16.849999999999998,0,0,0,0
4089,"Welcome back to Charleston. Let's turn to another area where there has been fierce disagreement — that would be health care.
",holt,charleston_2016_01_17,125,123.47999999999988,2,0,0,6.682499999999999,0,1,0,1
4090,"Senator Sanders and Secretary Clinton, you both mentioned it in your 100-day priorities.
",holt,charleston_2016_01_17,89,13.0,5,0,8,13.24,2,0,3,0
4091,"Let's turn to my colleague, Andrea Mitchell now to lead that questioning.
",holt,charleston_2016_01_17,74,47.320000000000036,3,0,0,8.165000000000001,1,0,0,0
4092,"Thank you, Lester.
",mitchell,charleston_2016_01_17,19,3.0,0,0,0,2.1825,0,0,1,0
4093,"Secretary Clinton, Senator Sanders favors what he calls ""Medicare for all."" Now, you said that what he is proposing would tear up Obamacare and replace it.
",mitchell,charleston_2016_01_17,156,94.64000000000007,8,0,8,8.2025,2,0,1,2
4094,"Secretary Clinton, is it fair to say to say that Bernie Sanders wants to kill Obamacare?
",mitchell,charleston_2016_01_17,89,23.893333333333334,3,0,0,7.955,2,0,0,0
4095,"Well, Andrea, I am absolutely committed to universal health care. I have worked on this for a long time, people may remember that I took on the health insurance industry back in the '90s, and I didn't quit until we got the children's health insurance program that ensures eight million kids.
",clinton,charleston_2016_01_17,292,71.5018181818182,9,0,12,12.36,8,2,0,3
4096,"And I certainly respect Senator Sanders' intentions, but when you're talking about health care, the details really matter. And therefore, we have been raising questions about the nine bills that he introduced over 20 years, as to how they would work and what would be the impact on people's health care?
",clinton,charleston_2016_01_17,304,94.64000000000001,11,0,9,12.2775,4,1,1,4
4097,"He didn't like that, his campaign didn't like it either. And tonight, he's come out with a new health care plan. And again, we need to get into the details. But here's what I believe, the Democratic Party and the United States worked since Harry Truman to get the Affordable Care Act passed.
",clinton,charleston_2016_01_17,292,51.91432102193835,6,0,33,6.25,3,1,0,6
4098,"We finally have a path to universal health care. We have accomplished so much already. I do not to want see the Republicans repeal it, and I don't to want see us start over again with a contentious debate. I want us to defend and build on the Affordable Care Act and improve it. [applause]
",clinton,charleston_2016_01_17,290,48.04545454545455,8,0,7,6.3575,6,2,0,1
4099,"OK.
",sanders,charleston_2016_01_17,4,1.0,0,0,0,-8.3275,0,0,0,0
4100,"Senator Sanders?
",mitchell,charleston_2016_01_17,17,2.0,1,0,0,16.425,0,0,0,0
4101,"Secretary — Secretary Clinton didn't answer your question. [laughter]
",sanders,charleston_2016_01_17,70,15.839999999999996,3,0,6,13.334999999999999,0,0,2,0
4102,"Because what her campaign was saying — Bernie Sanders, who has fought for universal health care for my entire life, he wants to end Medicare, end Medicaid, end the children's health insurance program. That is nonsense.
",sanders,charleston_2016_01_17,219,90.71999999999997,10,0,31,10.2725,3,0,0,5
4103,"What a Medicare-for-all program does is finally provide in this country health care for every man, woman and child as a right. Now, the truth is, that Frank Delano Roosevelt, Harry Truman, do you know what they believed in? They believed that health care should be available to all of our people.
",sanders,charleston_2016_01_17,297,84.12444444444442,9,0,12,7.92,4,1,1,4
4104,"I'm on the committee that wrote the Affordable Care Act. I made the Affordable Care Act along with Jim Clyburn a better piece of legislation. I voted for it, but right now, what we have to deal with is the fact that 29 million people still have no health insurance. We are paying the highest prices in the world for prescription drugs, getting ripped off.
",sanders,charleston_2016_01_17,356,62.044895199459106,8,0,4,7.817500000000001,7,2,0,1
4105,"And here's the important point, we are spending far more per person on health care than the people of any other country. My proposal, provide health care to all people, get private insurance out of health insurance, lower the cost of health care for middle class families by 5,000 bucks.
",sanders,charleston_2016_01_17,288,63.63636363636365,7,0,12,11.6275,4,1,0,6
4106,"That's the vision we need to take. [applause]
",sanders,charleston_2016_01_17,46,9.0,2,0,0,4.365,0,1,0,0
4107,"But — Senator Sanders, if I can... [applause]
",clinton,charleston_2016_01_17,46,7.0,2,0,0,5.5525,2,0,0,0
4108,"You know, I have to say I'm not sure whether we're talking about the plan you just introduced tonight, or we're talking about the plan you introduced nine times in the Congress. But the fact is, we have the Affordable Care Act. That is one of the greatest accomplishments of President Obama, of the Democratic Party, and of our country. [applause]
",clinton,charleston_2016_01_17,348,43.686861810755616,10,0,0,9.745000000000001,7,4,3,0
4109,"And we have already seen 19 million Americans get insurance. We have seen the end of pre-existing conditions keeping people from getting insurance. [applause]
",clinton,charleston_2016_01_17,159,37.03,6,0,6,11.3675,2,2,0,0
4110,"We have seen women no longer paying more for our insurance than men. And we have seen young people, up to the age of 26, being able to stay on their parent's policy.
",clinton,charleston_2016_01_17,166,76.23,4,0,5,6.555,1,3,1,1
4111,"But — what if we have...
",sanders,charleston_2016_01_17,25,5.0,0,0,0,-1.5825,1,1,0,0
4112,"Now, there are things we can do to improve it, but to tear it up and start over again, pushing our country back into that kind of a contentious debate, I think is the wrong direction.
",clinton,charleston_2016_01_17,184,181.43999999999994,3,0,35,12.4025,6,2,0,0
4113,"It is — it is absolutely inaccurate.
",sanders,charleston_2016_01_17,37,6.0,2,0,0,7.9174999999999995,5,0,0,0
4114,"I have to talk about something that's actually working in our state.
",o'malley,charleston_2016_01_17,69,13.0,2,0,0,7.487500000000001,2,1,0,0
4115,"Governor — Governor Sanders...
",mitchell,charleston_2016_01_17,31,3.0,1,0,0,12.8125,0,0,0,0
4116,"No one is tearing this up, we're going to go forward. But with the secretary neglected to mention, not just the 29 million still have no health insurance, that even more are underinsured with huge copayments and deductibles.
",sanders,charleston_2016_01_17,225,101.08000000000003,8,0,9,10.765,2,1,0,1
4117,"Tell me why we are spending almost three times more than the British, who guarantee health care to all of their people? Fifty percent more than the French, more than the Canadians. The vision from FDR and Harry Truman was health care for all people as a right in a cost-effective way.
",sanders,charleston_2016_01_17,285,63.093333333333355,8,0,0,7.99,1,1,0,3
4118,"We're not going to tear up the Affordable Care Act. I helped write it. But we are going to move on top of that to a Medicaid-for-all system.
",sanders,charleston_2016_01_17,141,58.86999999999998,3,0,7,3.9275,2,2,0,1
4119,"Andrea — Andrea — Andrea.
",o'malley,charleston_2016_01_17,26,3.0,1,0,0,2.91,0,0,0,0
4120,"[crosstalk] [applause]
",o'malley,charleston_2016_01_17,23,2.0,1,0,0,14.174999999999999,0,0,0,0
4121,"Instead of — Andrea, I think, instead of attacking one another on health care, we should be talking about the things that are actually working.
",o'malley,charleston_2016_01_17,144,52.319999999999986,5,0,20,12.182500000000001,3,1,0,1
4122,"In our state, we have moved to an all-payer system. With the Affordable Care Act, we now have moved all of our acute care hospitals, that driver of cost at the center, away from fee-for- service.
",o'malley,charleston_2016_01_17,196,51.84000000000001,4,0,15,7.93,1,4,0,0
4123,"And actually to pay, we pay them based on how well they keep patients out of the hospital. How well they keep their patients. That's the future. We need to build on the Affordable Care Act, do the things that work, and reduce costs and increase access.
",o'malley,charleston_2016_01_17,253,40.899408284023664,7,0,10,5.5225,1,4,0,3
4124,"[crosstalk]
",o'malley,charleston_2016_01_17,12,1.0,0,0,0,11.275,0,0,0,0
4125,"And that's exactly what we are able to do based on the foundation of the Affordable Care Act — what Governor O'Malley just said is one of the models that we will be looking at to make sure we do get costs down, we do limit a lot of the unnecessary costs that we still have in the system.
",clinton,charleston_2016_01_17,288,60.0,10,0,47,20.6725,2,5,0,0
4126,"But, with all due respect, to start over again with a whole new debate is something that I think would set us back. The Republicans just voted last week to repeal the Affordable Care Act, and thank goodness, President Obama vetoed it and saved Obamacare for the American people. [applause]
",clinton,charleston_2016_01_17,290,140.00000000000003,11,0,3,11.735,3,1,0,0
4127,"Senator Sanders, let me ask you this, though...
",mitchell,charleston_2016_01_17,48,8.0,1,0,3,6.0625,0,0,1,0
4128,"Yeah.
",sanders,charleston_2016_01_17,6,1.0,0,0,0,-3.0524999999999998,0,0,0,0
4129,"... you've talked about Medicare for all...
",mitchell,charleston_2016_01_17,44,7.0,1,0,3,7.4375,0,0,1,0
4130,"Yes.
",sanders,charleston_2016_01_17,5,1.0,0,0,0,-5.6775,0,0,0,0
4131,".. and tonight you've released a very detailed plan, just two...
",mitchell,charleston_2016_01_17,65,11.0,2,0,4,6.845,0,0,1,0
4132,"Not all that detailed.
",sanders,charleston_2016_01_17,23,4.0,1,0,0,2.8375,0,0,0,0
4133,"... well, two hours before the debate, you did.
",mitchell,charleston_2016_01_17,48,8.0,1,0,0,4.6,0,1,1,0
4134,"Well.
",sanders,charleston_2016_01_17,6,1.0,0,0,0,-3.0524999999999998,0,1,0,0
4135,"But let me ask you about Vermont. Because in Vermont — you tried in the state of Vermont, and Vermont walked away from this kind of idea, of — of Medicare for all, single-payer, because they concluded it would require major tax increases...
",mitchell,charleston_2016_01_17,241,46.6488888888889,6,0,6,9.805,5,0,2,1
4136,"Well, that's — you might want to ask...
",sanders,charleston_2016_01_17,40,8.0,0,0,0,1.2625,0,1,1,0
4137,"... and by some estimates, it would double the budget. If you couldn't sell it in Vermont, Senator...
",mitchell,charleston_2016_01_17,102,90.71999999999997,4,0,12,6.535,4,0,1,0
4138,"Andrea, let me just say this.
",sanders,charleston_2016_01_17,30,6.0,1,0,2,1.47,0,0,0,0
4139,"... how can you sell it to the country?
",mitchell,charleston_2016_01_17,40,8.0,0,0,4,2.0374999999999996,1,0,1,0
4140,"Let me just say that you might want to ask the governor of the state of Vermont why he could not do it. I'm not the governor. I'm the senator from the state of Vermont. [laughter]
",sanders,charleston_2016_01_17,180,34.34615384615385,4,0,0,4.7675,3,0,1,1
4141,"But second of all — second of all...[applause]... here is what the real point is, in terms of all of the issues you've raised — the good questions you've raised. You know what it all comes down to?
",sanders,charleston_2016_01_17,198,19.5,3,0,1,6.720000000000001,5,0,3,2
4142,"Do you know why we can't do what every other country — major country on Earth is doing? It's because we have a campaign finance system that is corrupt, we have super PACs, we have the pharmaceutical industry pouring hundreds of millions of dollars into campaign contributions and lobbying, and the private insurance companies as well.
",sanders,charleston_2016_01_17,335,75.81000000000002,17,0,2,14.277500000000002,6,5,1,0
4143,"What this is really about is not the rational way to go forward — it's Medicare for all — it is whether we have the guts to stand up to the private insurance companies and all of their money, and the pharmaceutical industry. That's what this debate should be about. [applause]
",sanders,charleston_2016_01_17,277,51.510000000000005,9,0,0,11.3325,7,1,0,1
4144,"Well, as someone who — as someone who has a little bit of experience standing up to the health insurance industry, that spent, you know...[applause]...many, many millions of dollars attacking me, and probably will so again, because of what I believe we can do building on the Affordable Care Act, I think it's important to point out that there are a lot of reasons we have the health care system we have today.
",clinton,charleston_2016_01_17,411,64.86013986013987,12,0,10,27.067500000000003,6,4,1,2
4145,"I know how much money influences the political decision-making. That's why I'm for huge campaign finance reform. However, we started a system that had private health insurance.
",clinton,charleston_2016_01_17,177,117.73999999999997,10,0,4,9.6975,4,1,0,1
4146,"And even during the Affordable Care Act debate, there was an opportunity to vote for what was called the public option. In other words, people could buy in to Medicare, and even when the Democrats were in charge of the Congress, we couldn't get the votes for that.
",clinton,charleston_2016_01_17,265,61.11636363636364,6,0,6,10.2275,3,2,0,0
4147,"So, what I'm saying is really simple. This has been the fight of the Democratic Party for decades. We have the Affordable Care Act. Let's make it work.
",clinton,charleston_2016_01_17,152,126.00000000000004,3,0,0,3.9325,3,1,0,0
4148,"Let's take the models that states are doing. We now have driven costs down to the lowest they've been in 50 years. Now we've got to get individual costs down. That's what I'm planning to do.
",clinton,charleston_2016_01_17,191,44.800000000000004,5,0,6,4.03,3,2,0,1
4149,"And that's time. We're gonna take a turn now.
",holt,charleston_2016_01_17,46,11.0,0,0,2,-5.551115123125783e-17,0,1,0,0
4150,"Secretary Clinton, in his final State of the Union address, President Obama said his biggest regret was his inability to bring the country together. If President Obama couldn't do it, how will you?
",holt,charleston_2016_01_17,198,64.736,8,0,14,10.2475,4,0,1,3
4151,"Great question.
",o'malley,charleston_2016_01_17,16,2.0,0,0,0,7.1499999999999995,0,0,0,0
